key_id,by_type,by_margin,eliminator,method,result,winner
odis2068,wickets,5.0,,D/L,,West Indies
odis2069,wickets,10.0,,,,Australia
odis2070,runs,36.0,,,,India
odis2071,wickets,7.0,,,,India
odis2072,wickets,7.0,,,,South Africa
odis2073,wickets,8.0,,,,South Africa
odis2074,wickets,6.0,,,,South Africa
odis2075,wickets,7.0,,,,South Africa
odis2076,runs,18.0,,,,Oman
odis2077,wickets,4.0,,,,New Zealand
odis2078,wickets,6.0,,,,Oman
odis2079,,,,,no result,
odis2080,runs,35.0,,,,Nepal
odis2081,runs,22.0,,,,New Zealand
odis2082,wickets,8.0,,,,Oman
odis2083,wickets,2.0,,,,England
odis2084,runs,92.0,,,,Oman
odis2085,wickets,5.0,,,,New Zealand
odis2086,wickets,8.0,,,,Nepal
odis2087,wickets,1.0,,,,Sri Lanka
odis2088,runs,161.0,,,,Sri Lanka
odis2089,runs,74.0,,,,South Africa
odis2090,runs,169.0,,,,Bangladesh
odis2091,runs,6.0,,,,Sri Lanka
odis2092,runs,4.0,,,,Bangladesh
odis2093,wickets,6.0,,,,South Africa
odis2094,runs,123.0,,D/L,,Bangladesh
odis2095,wickets,6.0,,,,South Africa
odis2096,runs,71.0,,,,Australia
odis2097,wickets,6.0,,,,England
odis2098,wickets,4.0,,,,England
odis2099,wickets,7.0,,,,Ireland
odis2100,runs,19.0,,,,Australia
odis2101,runs,24.0,,,,England
odis2102,wickets,3.0,,,,Australia
odis2103,wickets,7.0,,,,Australia
odis2104,wickets,4.0,,,,Australia
odis2105,runs,232.0,,,,Australia
odis2106,runs,26.0,,,,Pakistan
odis2107,wickets,6.0,,,,Pakistan
odis2108,,,Zimbabwe,,tie,
odis2109,runs,66.0,,,,Australia
odis2110,runs,51.0,,,,Australia
odis2111,runs,13.0,,,,India
odis2112,wickets,6.0,,,,United Arab Emirates
odis2113,runs,112.0,,,,Ireland
odis2114,runs,3.0,,,,South Africa
odis2115,wickets,6.0,,,,Bangladesh
odis2116,runs,16.0,,,,Afghanistan
odis2117,wickets,7.0,,,,Bangladesh
odis2118,runs,13.0,,,,South Africa
odis2119,wickets,7.0,,,,Afghanistan
odis2120,runs,120.0,,,,Bangladesh
odis2121,runs,32.0,,,,South Africa
odis2122,runs,36.0,,,,Afghanistan
odis2123,wickets,8.0,,,,England
odis2124,wickets,7.0,,,,England
odis2125,wickets,7.0,,,,New Zealand
odis2126,wickets,8.0,,,,South Africa
odis2127,wickets,9.0,,,,India
odis2128,wickets,8.0,,,,West Indies
odis2129,runs,6.0,,D/L,,South Africa
odis2130,wickets,5.0,,,,West Indies
odis2131,wickets,7.0,,,,South Africa
odis2132,wickets,5.0,,,,West Indies
odis2133,wickets,5.0,,,,South Africa
odis2134,wickets,8.0,,,,New Zealand
odis2135,runs,66.0,,,,India
odis2136,wickets,5.0,,,,New Zealand
odis2137,wickets,6.0,,,,England
odis2138,runs,164.0,,,,New Zealand
odis2139,runs,7.0,,,,India
odis2140,wickets,3.0,,,,Pakistan
odis2141,runs,17.0,,,,South Africa
odis2142,wickets,6.0,,,,Australia
odis2143,runs,28.0,,,,Pakistan
odis2144,runs,71.0,,,,Australia
odis2145,runs,21.0,,,,Australia
odis2146,runs,14.0,,,,Netherlands
odis2147,wickets,6.0,,,,Scotland
odis2148,runs,33.0,,,,Bangladesh
odis2149,runs,103.0,,,,Bangladesh
odis2150,runs,97.0,,,,Sri Lanka
odis2151,runs,1.0,,,,Netherlands
odis2152,wickets,8.0,,,,Ireland
odis2153,wickets,4.0,,,,Netherlands
odis2154,wickets,8.0,,,,England
odis2155,wickets,5.0,,,,England
odis2156,wickets,5.0,,,,England
odis2157,wickets,8.0,,,,England
odis2158,wickets,4.0,,,,India
odis2159,,,,,no result,
odis2160,wickets,5.0,,,,West Indies
odis2161,wickets,9.0,,,,England
odis2162,wickets,8.0,,,,West Indies
odis2163,runs,52.0,,,,England
odis2164,,,,,no result,
odis2165,wickets,8.0,,,,West Indies
odis2166,runs,43.0,,,,Ireland
odis2167,wickets,3.0,,,,England
odis2168,wickets,4.0,,,,Pakistan
odis2169,runs,155.0,,,,Bangladesh
odis2170,runs,70.0,,,,South Africa
odis2171,wickets,3.0,,,,Bangladesh
odis2172,runs,22.0,,D/L,,Pakistan
odis2173,wickets,7.0,,,,India
odis2174,wickets,5.0,,,,Bangladesh
odis2175,runs,133.0,,D/L,,Australia
odis2176,wickets,3.0,,,,India
odis2177,wickets,4.0,,,,West Indies
odis2178,wickets,3.0,,D/L,,Sri Lanka
odis2179,wickets,6.0,,,,Australia
odis2180,runs,14.0,,,,Sri Lanka
odis2181,runs,67.0,,D/L,,South Africa
odis2182,wickets,7.0,,,,United States of America
odis2183,wickets,2.0,,,,Nepal
odis2184,wickets,8.0,,,,South Africa
odis2185,runs,78.0,,,,Sri Lanka
odis2186,runs,38.0,,,,Zimbabwe
odis2187,runs,134.0,,,,United States of America
odis2188,runs,151.0,,,,Nepal
odis2189,wickets,9.0,,,,South Africa
odis2190,,,,,no result,
odis2191,wickets,5.0,,,,Nepal
odis2192,wickets,8.0,,,,South Africa
odis2193,wickets,7.0,,D/L,,Ireland
odis2194,wickets,5.0,,,,Oman
odis2195,wickets,4.0,,,,Oman
odis2196,runs,35.0,,,,South Africa
odis2197,runs,30.0,,,,England
odis2198,wickets,6.0,,,,United States of America
odis2199,wickets,7.0,,,,Nepal
odis2200,,,West Indies,,tie,
odis2201,runs,13.0,,D/L,,England
odis2202,runs,72.0,,,,Oman
odis2203,wickets,9.0,,,,Australia
odis2204,wickets,3.0,,,,New Zealand
odis2205,wickets,3.0,,,,England
odis2206,wickets,5.0,,,,Australia
odis2207,wickets,6.0,,,,Scotland
odis2208,runs,110.0,,,,Oman
odis2209,wickets,2.0,,,,India
odis2210,runs,203.0,,,,England
odis2211,runs,18.0,,,,Scotland
odis2212,wickets,4.0,,,,Scotland
odis2213,wickets,3.0,,,,Oman
odis2214,,,,,no result,
odis2215,wickets,4.0,,,,Zimbabwe
odis2216,runs,80.0,,,,Ireland
odis2217,wickets,8.0,,,,Ireland
odis2218,runs,85.0,,,,Ireland
odis2219,runs,45.0,,,,West Indies
odis2220,runs,37.0,,,,West Indies
odis2221,wickets,6.0,,,,West Indies
odis2222,wickets,7.0,,,,Bangladesh
odis2223,wickets,3.0,,,,Bangladesh
odis2224,runs,40.0,,,,Namibia
odis2225,,,,,no result,
odis2226,runs,114.0,,,,Pakistan
odis2227,runs,24.0,,,,West Indies
odis2228,wickets,5.0,,D/L,,Ireland
odis2229,wickets,5.0,,,,Sri Lanka
odis2230,wickets,2.0,,,,Ireland
odis2231,runs,22.0,,,,Zimbabwe
odis2232,runs,31.0,,,,South Africa
odis2233,runs,36.0,,,,Afghanistan
odis2234,runs,184.0,,,,Sri Lanka
odis2235,wickets,7.0,,,,South Africa
odis2236,runs,48.0,,,,Afghanistan
odis2237,runs,4.0,,,,South Africa
odis2238,runs,75.0,,,,Afghanistan
odis2239,,,,,no result,
odis2240,,,West Indies,,tie,
odis2241,runs,96.0,,,,South Africa
odis2242,runs,27.0,,,,Australia
odis2243,wickets,4.0,,,,United Arab Emirates
odis2244,wickets,4.0,,,,United Arab Emirates
odis2245,wickets,6.0,,,,India
odis2246,wickets,6.0,,,,South Africa
odis2247,wickets,5.0,,,,Australia
odis2248,,,,,tie,
odis2249,wickets,8.0,,,,Australia
odis2250,runs,44.0,,,,India
odis2251,runs,96.0,,,,India
odis2252,runs,62.0,,,,New Zealand
odis2253,wickets,3.0,,,,New Zealand
odis2254,wickets,3.0,,,,New Zealand
odis2255,runs,63.0,,,,New Zealand
odis2256,wickets,4.0,,,,Bangladesh
odis2257,wickets,6.0,,,,India
odis2258,runs,88.0,,,,Bangladesh
odis2259,wickets,7.0,,,,Afghanistan
odis2260,runs,3.0,,,,West Indies
