key_id,player_of_match
odis1596,
odis1598,NLTC Perera
odis1598,
odis1601,JN Mohammed
odis1601,
odis1602,Babar Azam
odis1602,
odis1603,Shoaib Malik
odis1603,
odis1604,AU Rashid
odis1604,
odis1605,DB Sharma
odis1605,
odis1606,JE Root
odis1606,
odis1607,S Pandey
odis1607,
odis1608,L Wolvaardt
odis1608,
odis1610,MJ Santner
odis1610,
odis1611,CL Tryon
odis1611,
odis1612,JDS Neesham
odis1612,
odis1613,A Steyn
odis1613,
odis1614,Mustafizur Rahman
odis1614,
odis1615,PG Raut
odis1615,
odis1616,TWM Latham
odis1616,
odis1617,Mushfiqur Rahim
odis1617,
odis1618,MM Ali
odis1618,
odis1619,BA Stokes
odis1619,
odis1620,K Rabada
odis1620,
odis1621,JE Root
odis1621,
odis1623,Imran Tahir
odis1623,
odis1624,Yuvraj Singh
odis1624,
odis1626,JT Ball
odis1626,
odis1627,Hasan Ali
odis1627,
odis1628,BKG Mendis
odis1628,
odis1629,Rashid Khan
odis1629,
odis1630,Shakib Al Hasan
odis1630,
odis1631,BA Stokes
odis1631,
odis1632,SD Hope
odis1632,
odis1633,JJ Bumrah
odis1633,
odis1634,Sarfraz Ahmed
odis1634,
odis1635,Hasan Ali
odis1635,
odis1637,RG Sharma
odis1637,
odis1639,Fakhar Zaman
odis1639,
odis1641,S Mandhana
odis1641,
odis1642,HR Huddleston
odis1642,
odis1643,AM Rahane
odis1643,
odis1644,S Ismail
odis1644,
odis1645,NE Bolton
odis1645,
odis1646,NR Sciver
odis1646,
odis1647,AC Jayangani
odis1647,
odis1648,S Mandhana
odis1648,
odis1649,SF Mire
odis1649,
odis1650,MS Dhoni
odis1650,
odis1651,PADLR Sandakan
odis1651,
odis1652,JO Holder
odis1652,
odis1653,M Kapp
odis1653,
odis1654,E Bisht
odis1654,
odis1655,EA Perry
odis1655,
odis1656,LA Marsh
odis1656,
odis1657,EJ Villani
odis1657,
odis1658,DB Sharma
odis1658,
odis1659,SJ Taylor
odis1659,
odis1660,MD Gunathilaka
odis1660,
odis1661,V Kohli
odis1661,
odis1662,LM Kasperek
odis1662,
odis1663,CR Ervine
odis1663,
odis1664,D van Niekerk
odis1664,
odis1665,HM Rowe
odis1665,
odis1666,A Mohammed
odis1666,
odis1667,KH Brunt
odis1667,
odis1668,Sikandar Raza
odis1668,
odis1669,DJS Dottin
odis1669,
odis1670,NR Sciver
odis1670,
odis1671,MM Lanning
odis1671,
odis1672,D van Niekerk
odis1672,
odis1673,HHC Gunaratne
odis1673,
odis1674,M Raj
odis1674,
odis1675,HC Knight
odis1675,
odis1676,EA Perry
odis1676,
odis1677,SJ Taylor
odis1677,
odis1678,H Kaur
odis1678,
odis1679,A Shrubsole
odis1679,
odis1680,S Dhawan
odis1680,
odis1681,A Dananjaya
odis1681,
odis1682,JJ Bumrah
odis1682,
odis1683,V Kohli
odis1683,
odis1684,B Kumar
odis1684,
odis1685,HH Pandya
odis1685,
odis1686,JM Bairstow
odis1686,
odis1687,V Kohli
odis1687,
odis1689,HH Pandya
odis1689,
odis1690,MM Ali
odis1690,
odis1691,E Lewis
odis1691,
odis1692,DA Warner
odis1692,
odis1693,JM Bairstow
odis1693,
odis1694,RG Sharma
odis1694,
odis1695,Shoaib Malik
odis1695,
odis1696,Q de Kock
odis1696,
odis1697,Shadab Khan
odis1697,
odis1698,Imam-ul-Haq
odis1698,
odis1699,AB de Villiers
odis1699,
odis1700,Babar Azam
odis1700,
odis1701,TWM Latham
odis1701,
odis1702,AJ Blackwell
odis1702,
odis1703,F du Plessis
odis1703,
odis1704,Usman Shinwari
odis1704,
odis1705,B Kumar
odis1705,
odis1706,RL Haynes
odis1706,
odis1707,RG Sharma
odis1707,
odis1708,SFM Devine
odis1708,
odis1709,SFM Devine
odis1709,
odis1710,Sana Mir
odis1710,
odis1711,Mujeeb Ur Rahman
odis1711,
odis1712,Babar Hayat
odis1712,
odis1713,BJ McCarthy
odis1713,
odis1714,PR Stirling
odis1714,
odis1715,RAS Lakmal
odis1715,
odis1716,RG Sharma
odis1716,
odis1717,Kuldeep Yadav
odis1717,
odis1718,DAJ Bracewell
odis1718,
odis1719,TA Boult
odis1719,
odis1720,LRPL Taylor
odis1720,
odis1721,KS Williamson
odis1721,
odis1722,MJ Guptill
odis1722,
odis1723,EC Joyce
odis1723,
odis1724,WTS Porterfield
odis1724,
odis1725,TA Boult
odis1725,
odis1726,JJ Roy
odis1726,
odis1727,Shakib Al Hasan
odis1727,
odis1728,A Balbirnie
odis1728,
odis1729,C de Grandhomme
odis1729,
odis1730,Sikandar Raza
odis1730,
odis1731,PR Stirling
odis1731,
odis1732,Shakib Al Hasan
odis1732,
odis1733,MJ Guptill
odis1733,
odis1734,JE Root
odis1734,
odis1735,MH Cross
odis1735,
odis1736,NLTC Perera
odis1736,
odis1737,JC Buttler
odis1737,
odis1738,Rameez Shahzad
odis1738,
odis1739,Tamim Iqbal
odis1739,
odis1740,RAS Lakmal
odis1740,
odis1741,PJ Cummins
odis1741,
odis1742,WU Tharanga
odis1742,
odis1743,TK Curran
odis1743,
odis1744,V Kohli
odis1744,
odis1745,YS Chahal
odis1745,
odis1746,S Mandhana
odis1746,
odis1747,V Kohli
odis1747,
odis1748,Rahmat Shah
odis1748,
odis1749,M du Preez
odis1749,
odis1750,H Klaasen
odis1750,
odis1751,BRM Taylor
odis1751,
odis1752,Rashid Khan
odis1752,
odis1753,RG Sharma
odis1753,
odis1754,Mujeeb Ur Rahman
odis1754,
odis1755,V Kohli
odis1755,
odis1756,Sharafuddin Ashraf
odis1756,
odis1757,LRPL Taylor
odis1757,
odis1758,BA Stokes
odis1758,
odis1759,MM Ali
odis1759,
odis1760,SFM Devine
odis1760,
odis1761,Mohammad Naveed
odis1761,
odis1762,CS MacLeod
odis1762,
odis1763,TB Sole
odis1763,
odis1764,Sikandar Raza
odis1764,
odis1765,SO Hetmyer
odis1765,
odis1766,TP Ura
odis1766,
odis1767,LRPL Taylor
odis1767,
odis1768,SW Bates
odis1768,
odis1769,Ehsan Khan
odis1769,
odis1770,JO Holder
odis1770,
odis1771,H Masakadza
odis1771,
odis1772,R Powell
odis1772,
odis1773,JM Bairstow
odis1773,
odis1774,SFM Devine
odis1774,
odis1775,SM Sharif
odis1775,
odis1776,PR Stirling
odis1776,
odis1777,NE Bolton
odis1777,
odis1778,MH Cross
odis1778,
odis1779,Mujeeb Ur Rahman
odis1779,
odis1780,NE Bolton
odis1780,
odis1781,Sikandar Raza
odis1781,
odis1782,CJA Amini
odis1782,
odis1783,A Balbirnie
odis1783,
odis1784,MN Samuels
odis1784,
odis1785,Gulbadin Naib
odis1785,
odis1786,SM Sharif
odis1786,
odis1787,Bismah Maroof
odis1787,
odis1788,Mohammad Naveed
odis1788,
odis1789,Mohammad Shahzad
odis1789,
odis1790,Sana Mir
odis1790,
odis1791,Mohammad Shahzad
odis1791,
odis1792,S Ecclestone
odis1792,
odis1793,DB Sharma
odis1793,
odis1794,CL Tryon
odis1794,
odis1795,A Khaka
odis1795,
odis1796,L Lee
odis1796,
odis1797,CL Tryon
odis1797,
odis1798,L Wolvaardt
odis1798,
odis1801,SJ Taylor
odis1801,
odis1802,MM Ali
odis1802,
odis1803,TT Beaumont
odis1803,
odis1804,JJ Roy
odis1804,
odis1805,AD Hales
odis1805,
odis1806,JJ Roy
odis1806,
odis1807,JC Buttler
odis1807,
odis1809,TT Beaumont
odis1809,
odis1810,Kuldeep Yadav
odis1810,
odis1811,Imam-ul-Haq
odis1811,
odis1812,SFM Devine
odis1812,
odis1813,JE Root
odis1813,
odis1814,Fakhar Zaman
odis1814,
odis1815,AU Rashid
odis1815,
odis1816,Faheem Ashraf
odis1816,
odis1817,Fakhar Zaman
odis1817,
odis1818,Tamim Iqbal
odis1818,
odis1819,Babar Azam
odis1819,
odis1820,SO Hetmyer
odis1820,
odis1821,Tamim Iqbal
odis1821,
odis1822,T Shamsi
odis1822,
odis1823,Q de Kock
odis1823,
odis1824,RR Hendricks
odis1824,
odis1825,MD Shanaka
odis1825,
odis1826,A Dananjaya
odis1826,
odis1829,Ahmed Raza
odis1829,
odis1833,Mushfiqur Rahim
odis1833,
odis1835,S Luus
odis1835,
odis1836,Usman Shinwari
odis1836,
odis1837,Rahmat Shah
odis1837,
odis1838,S Dhawan
odis1838,
odis1839,B Kumar
odis1839,
odis1840,Rashid Khan
odis1840,
odis1841,Shoaib Malik
odis1841,
odis1842,RA Jadeja
odis1842,
odis1843,HK Matthews
odis1843,
odis1844,Mahmudullah
odis1844,
odis1845,S Dhawan
odis1845,
odis1846,Mohammad Shahzad
odis1846,
odis1847,Mushfiqur Rahim
odis1847,
odis1848,Liton Das
odis1848,
odis1849,L Ngidi
odis1849,
odis1850,DW Steyn
odis1850,
odis1851,H Klaasen
odis1851,
odis1853,EJG Morgan
odis1853,
odis1854,AU Rashid
odis1854,
odis1855,ML Schutt
odis1855,
odis1856,MM Lanning
odis1856,
odis1857,EJG Morgan
odis1857,
odis1858,V Kohli
odis1858,
odis1859,Imrul Kayes
odis1859,
odis1860,A Gardner
odis1860,
odis1861,N Dickwella
odis1861,
odis1862,V Kohli
odis1862,
odis1863,Mohammad Saifuddin
odis1863,
odis1864,Soumya Sarkar
odis1864,
odis1865,AR Nurse
odis1865,
odis1866,RG Sharma
odis1866,
odis1867,RA Jadeja
odis1867,
odis1868,DW Steyn
odis1868,
odis1869,TA Boult
odis1869,
odis1870,Shaheen Shah Afridi
odis1870,
odis1871,AJ Finch
odis1871,
odis1872,LH Ferguson
odis1872,
odis1873,DA Miller
odis1873,
odis1874,Mashrafe Mortaza
odis1874,
odis1875,SD Hope
odis1875,
odis1876,Mehedi Hasan Miraz
odis1876,
odis1877,MJ Guptill
odis1877,
odis1878,NLTC Perera
odis1878,
odis1879,LRPL Taylor
odis1879,
odis1880,JA Richardson
odis1880,
odis1881,V Kohli
odis1881,
odis1882,YS Chahal
odis1882,
odis1883,Mohammad Hafeez
odis1883,
odis1884,AL Phehlukwayo
odis1884,
odis1885,Mohammed Shami
odis1885,
odis1886,S Mandhana
odis1886,
odis1887,Amir Hayat
odis1887,
odis1888,RR Hendricks
odis1888,
odis1889,Sompal Kami
odis1889,
odis1890,RG Sharma
odis1890,
odis1891,Usman Shinwari
odis1891,
odis1892,P Khadka
odis1892,
odis1893,Mohammed Shami
odis1893,
odis1894,S Mandhana
odis1894,
odis1895,Q de Kock
odis1895,
odis1896,TA Boult
odis1896,
odis1897,AM Peterson
odis1897,
odis1898,AT Rayudu
odis1898,
odis1899,DJS Dottin
odis1899,
odis1900,Sidra Ameen
odis1900,
odis1901,D van Niekerk
odis1901,
odis1902,MJ Guptill
odis1902,
odis1903,M Kapp
odis1903,
odis1904,MJ Guptill
odis1904,
odis1905,M du Preez
odis1905,
odis1906,JJ Roy
odis1906,
odis1907,TG Southee
odis1907,
odis1908,E Bisht
odis1908,
odis1909,SO Hetmyer
odis1909,
odis1910,JL Jonassen
odis1910,
odis1911,EA Perry
odis1911,
odis1912,J Goswami
odis1912,
odis1913,JC Buttler
odis1913,
odis1914,KH Brunt
odis1914,
odis1915,Gulbadin Naib
odis1915,
odis1916,KM Jadhav
odis1916,
odis1918,O Thomas
odis1918,
odis1919,A Gardner
odis1919,
odis1920,F du Plessis
odis1920,
odis1921,V Kohli
odis1921,
odis1922,A Balbirnie
odis1922,
odis1923,Q de Kock
odis1923,
odis1924,UT Khawaja
odis1924,
odis1925,Rashid Khan
odis1925,
odis1926,AJ Turner
odis1926,
odis1927,Asghar Stanikzai
odis1927,
odis1928,Q de Kock
odis1928,
odis1929,UT Khawaja
odis1929,
odis1930,I Udana
odis1930,
odis1932,AK Markram
odis1932,
odis1935,AJ Finch
odis1935,
odis1936,AJ Finch
odis1936,
odis1937,PJ Cummins
odis1937,
odis1938,GJ Maxwell
odis1938,
odis1939,GJ Maxwell
odis1939,
odis1940,TL Chatara
odis1940,
odis1941,PJ Moor
odis1941,
odis1942,KM Jarvis
odis1942,
odis1943,JN Frylinck
odis1943,
odis1944,N Vanua
odis1944,
odis1945,BT Foakes
odis1945,
odis1946,JD Campbell
odis1946,
odis1947,Sana Mir
odis1947,
odis1948,SD Hope
odis1948,
odis1950,M Klaas
odis1950,
odis1951,Rahmat Shah
odis1951,
odis1952,SW Ambris
odis1952,
odis1953,JC Buttler
odis1953,
odis1954,Aliya Riaz
odis1954,
odis1955,Mustafizur Rahman
odis1955,
odis1956,JM Bairstow
odis1956,
odis1957,Abu Jayed
odis1957,
odis1958,Mosaddek Hossain
odis1958,
odis1959,JJ Roy
odis1959,
odis1961,CR Woakes
odis1961,
odis1962,N Pradeep
odis1962,
odis1964,BA Stokes
odis1964,
odis1965,O Thomas
odis1965,
odis1966,DA Warner
odis1966,
odis1967,MJ Henry
odis1967,
odis1968,Shakib Al Hasan
odis1968,
odis1969,Mohammad Hafeez
odis1969,
odis1970,N Pradeep
odis1970,
odis1971,LRPL Taylor
odis1971,
odis1972,RG Sharma
odis1972,
odis1973,AE Jones
odis1973,
odis1974,NM Coulter-Nile
odis1974,
odis1975,JDS Neesham
odis1975,
odis1976,JJ Roy
odis1976,
odis1977,A Shrubsole
odis1977,
odis1978,S Dhawan
odis1978,
odis1980,DA Warner
odis1980,
odis1981,AE Jones
odis1981,
odis1982,JE Root
odis1982,
odis1983,Imran Tahir
odis1983,
odis1984,AJ Finch
odis1984,
odis1985,RG Sharma
odis1985,
odis1986,Shakib Al Hasan
odis1986,
odis1987,EJG Morgan
odis1987,
odis1989,KS Williamson
odis1989,
odis1990,DA Warner
odis1990,
odis1992,SL Malinga
odis1992,
odis1993,KS Williamson
odis1993,
odis1994,JJ Bumrah
odis1994,
odis1995,Haris Sohail
odis1995,
odis1996,Shakib Al Hasan
odis1996,
odis1997,AJ Finch
odis1997,
odis1998,Babar Azam
odis1998,
odis1999,V Kohli
odis1999,
odis2000,D Pretorius
odis2000,
odis2001,AT Carey
odis2001,
odis2002,Imad Wasim
odis2002,
odis2003,JM Bairstow
odis2003,
odis2005,WIA Fernando
odis2005,
odis2006,EA Perry
odis2006,
odis2007,RG Sharma
odis2007,
odis2008,JM Bairstow
odis2008,
odis2010,DM Kimmince
odis2010,
odis2011,SD Hope
odis2011,
odis2012,Shaheen Shah Afridi
odis2012,
odis2013,F du Plessis
odis2013,
odis2014,RG Sharma
odis2014,
odis2016,EA Perry
odis2016,
odis2017,MJ Henry
odis2017,
odis2018,CR Woakes
odis2018,
odis2019,BA Stokes
odis2019,
odis2020,MDKJ Perera
odis2020,
odis2021,WIA Fernando
odis2021,
odis2022,AD Mathews
odis2022,
odis2024,V Kohli
odis2024,
odis2025,Sandeep Goud
odis2025,
odis2026,V Kohli
odis2026,
odis2027,Khawar Ali
odis2027,
odis2029,Hamza Tahir
odis2029,
odis2030,RD Berrington
odis2030,
odis2031,Aqib Ilyas
odis2031,
odis2032,AJ Healy
odis2032,
odis2033,Aaron Jones
odis2033,
odis2034,Steven Ryan Taylor
odis2034,
odis2035,K Gore
odis2035,
odis2036,MG Erasmus
odis2036,
odis2037,A Vala
odis2037,
odis2038,Usman Shinwari
odis2038,
odis2039,Abid Ali
odis2039,
odis2040,MM Lanning
odis2040,
odis2041,RL Haynes
odis2041,
odis2042,PS Punia
odis2042,
odis2043,AJ Healy
odis2043,
odis2044,PG Raut
odis2044,
odis2045,E Bisht
odis2045,
odis2046,PG Raut
odis2046,
odis2047,S Mandhana
odis2047,
odis2048,RL Chase
odis2048,
odis2049,N Pooran
odis2049,
odis2050,SD Hope
odis2050,
odis2051,Aaron Jones
odis2051,
odis2052,DN Wyatt
odis2052,
odis2053,MD Patel
odis2053,
odis2054,HC Knight
odis2054,
odis2055,SN Netravalkar
odis2055,
odis2057,JH Davey
odis2057,
odis2058,Basil Hameed
odis2058,
odis2059,SO Hetmyer
odis2059,
odis2060,RG Sharma
odis2060,
odis2061,V Kohli
odis2061,
odis2062,Aqib Ilyas
odis2062,
odis2063,Rohan Mustafa
odis2063,
odis2064,AS Joseph
odis2064,
odis2065,CG Williams
odis2065,
odis2066,Ahmed Raza
odis2066,
odis2067,AS Joseph
odis2067,
odis2068,E Lewis
odis2068,
odis2069,DA Warner
odis2069,
odis2070,KL Rahul
odis2070,
odis2071,RG Sharma
odis2071,
odis2072,L Lee
odis2072,
odis2073,M Kapp
odis2073,
odis2074,S Luus
odis2074,
odis2075,Q de Kock
odis2075,
odis2076,Mohammad Nadeem
odis2076,
odis2077,LRPL Taylor
odis2077,
odis2078,Mohammad Nadeem
odis2078,
odis2080,Karan KC
odis2080,
odis2081,KA Jamieson
odis2081,
odis2082,Aqib Ilyas
odis2082,
odis2083,AU Rashid
odis2083,
odis2084,Aqib Ilyas
odis2084,
odis2085,HM Nicholls
odis2085,
odis2086,S Lamichhane
odis2086,
odis2087,PWH de Silva
odis2087,
odis2088,WIA Fernando
odis2088,
odis2089,H Klaasen
odis2089,
odis2090,Liton Das
odis2090,
odis2091,AD Mathews
odis2091,
odis2092,Tamim Iqbal
odis2092,
odis2093,L Ngidi
odis2093,JN Malan
odis2093,
odis2094,Liton Das
odis2094,
odis2095,JT Smuts
odis2095,
odis2096,MR Marsh
odis2096,
odis2097,DJ Willey
odis2097,
odis2098,JM Bairstow
odis2098,
odis2099,PR Stirling
odis2099,
odis2100,JR Hazlewood
odis2100,
odis2101,JC Archer
odis2101,
odis2102,GJ Maxwell
odis2102,
odis2103,G Wareham
odis2103,
odis2104,MM Lanning
odis2104,
odis2105,RL Haynes
odis2105,
odis2106,BRM Taylor
odis2106,
odis2107,Iftikhar Ahmed
odis2107,
odis2108,B Muzarabani
odis2108,
odis2109,SPD Smith
odis2109,
odis2110,SPD Smith
odis2110,
odis2111,HH Pandya
odis2111,
odis2112,CP Rizwan
odis2112,
odis2113,Simi Singh
odis2113,
odis2115,Shakib Al Hasan
odis2115,
odis2116,Rahmanullah Gurbaz
odis2116,
odis2117,Mehedi Hasan Miraz
odis2117,
odis2119,Rahmat Shah
odis2119,
odis2120,Mushfiqur Rahim
odis2120,
odis2121,S Ismail
odis2121,
odis2122,Rashid Khan
odis2122,
odis2126,S Ismail
odis2126,
odis2127,J Goswami
odis2127,
odis2128,SD Hope
odis2128,
odis2129,L Lee
odis2129,
odis2130,E Lewis
odis2130,
odis2131,M du Preez
odis2131,
odis2132,DM Bravo
odis2132,
odis2133,A Bosch
odis2133,
odis2134,TA Boult
odis2134,
odis2135,S Dhawan
odis2135,
odis2136,TWM Latham
odis2136,
odis2137,JM Bairstow
odis2137,
odis2138,DP Conway
odis2138,
odis2139,SM Curran
odis2139,
odis2140,Babar Azam
odis2140,
odis2141,Fakhar Zaman
odis2141,
odis2142,ML Schutt
odis2142,
odis2143,Babar Azam
odis2143,
odis2144,RL Haynes
odis2144,
odis2145,AJ Healy
odis2145,
odis2148,Mushfiqur Rahim
odis2148,
odis2149,Mushfiqur Rahim
odis2149,
odis2150,PVD Chameera
odis2150,
odis2151,T van der Gugten
odis2151,
odis2152,J Little
odis2152,
odis2153,SJ Myburgh
odis2153,
odis2154,TT Beaumont
odis2154,
odis2155,CR Woakes
odis2155,
odis2156,KL Cross
odis2156,
odis2157,SM Curran
odis2157,
odis2158,M Raj
odis2158,
odis2160,SR Taylor
odis2160,
odis2161,S Mahmood
odis2161,
odis2162,HK Matthews
odis2162,
odis2163,L Gregory
odis2163,
odis2165,HK Matthews
odis2165,
odis2166,A Balbirnie
odis2166,
odis2167,JM Vince
odis2167,
odis2168,Fatima Sana
odis2168,
odis2169,Liton Das
odis2169,
odis2170,JN Malan
odis2170,
odis2171,Shakib Al Hasan
odis2171,
odis2172,Fatima Sana
odis2172,
odis2173,PP Shaw
odis2173,
odis2174,Tamim Iqbal
odis2174,
odis2175,MA Starc
odis2175,
odis2176,DL Chahar
odis2176,
odis2177,N Pooran
odis2177,
odis2178,WIA Fernando
odis2178,
odis2179,AC Agar
odis2179,
odis2180,WIA Fernando
odis2180,
odis2181,JN Malan
odis2181,
odis2182,Steven Ryan Taylor
odis2182,
odis2183,S Lamichhane
odis2183,
odis2184,L Lee
odis2184,
odis2185,PVD Chameera
odis2185,
odis2186,Sikandar Raza
odis2186,
odis2187,JS Malhotra
odis2187,
odis2188,S Lamichhane
odis2188,
odis2189,L Wolvaardt
odis2189,
odis2191,K Bhurtel
odis2191,
odis2193,AR McBrine
odis2193,
odis2194,Jatinder Singh
odis2194,
odis2195,Mohammad Nadeem
odis2195,
odis2196,D van Niekerk
odis2196,
odis2197,HC Knight
odis2197,
odis2198,Steven Ryan Taylor
odis2198,
odis2199,Karan KC
odis2199,
odis2200,SS Grimmond
odis2200,
odis2201,DN Wyatt
odis2201,
odis2202,Ayan Khan
odis2202,
odis2203,D Brown
odis2203,
odis2204,ML Green
odis2204,
odis2205,HC Knight
odis2205,
odis2206,BL Mooney
odis2206,
odis2207,MH Cross
odis2207,
odis2208,Zeeshan Maqsood
odis2208,
odis2209,J Goswami
odis2209,
odis2210,TT Beaumont
odis2210,
odis2211,RD Berrington
odis2211,
odis2212,MA Leask
odis2212,
odis2213,Khawar Ali
odis2213,
odis2215,M Musonda
odis2215,
odis2216,L Paul
odis2216,
odis2217,GH Lewis
odis2217,
odis2218,A Hunter
odis2218,
odis2219,DJS Dottin
odis2219,
odis2220,HK Matthews
odis2220,
odis2221,SR Taylor
odis2221,
odis2222,Nahida Akter
odis2222,
odis2223,Rumana Ahmed
odis2223,
odis2224,JJ Smit
odis2224,
odis2226,Anam Amin
odis2226,
odis2227,SSJ Brooks
odis2227,
odis2228,AR McBrine
odis2228,
odis2229,LD Chandimal
odis2229,
odis2230,AR McBrine
odis2230,
odis2231,CR Ervine
odis2231,
odis2232,HE van der Dussen
odis2232,
odis2233,Hashmatullah Shahidi
odis2233,
odis2234,KIC Asalanka
odis2234,
odis2235,Q de Kock
odis2235,
odis2236,Rahmanullah Gurbaz
odis2236,
odis2237,Q de Kock
odis2237,
odis2238,Najibullah Zadran
odis2238,
odis2240,CA Henry
odis2240,
odis2241,L Wolvaardt
odis2241,
odis2242,BL Mooney
odis2242,
odis2243,Chirag Suri
odis2243,
odis2245,YS Chahal
odis2245,
odis2246,S Ismail
odis2246,
odis2247,EA Perry
odis2247,
odis2248,Kashif Daud
odis2248,
odis2249,A Sutherland
odis2249,
odis2250,M Prasidh Krishna
odis2250,
odis2251,SS Iyer
odis2251,
odis2252,SW Bates
odis2252,
odis2253,AC Kerr
odis2253,
odis2254,LR Down
odis2254,
odis2255,AC Kerr
odis2255,
odis2256,Mehedi Hasan Miraz
odis2256,
odis2257,S Mandhana
odis2257,
odis2258,Liton Das
odis2258,
odis2259,Rahmanullah Gurbaz
odis2259,
odis2260,HK Matthews
odis2260,
