key,city,competition,date,gender,match_type,neutral_venue,overs,player_of_match,venue
t20s1567,Krefeld,,2021-08-07,male,T20,,20.0,Sher Sahak,Bayer Uerdingen Cricket Ground
t20s1568,Krefeld,,2021-08-07,male,T20,,20.0,VB Chikkannaiah,Bayer Uerdingen Cricket Ground
t20s1569,Dhaka,,2021-08-07,male,T20,,20.0,MJ Swepson,"Shere Bangla National Stadium, Mirpur"
t20s1570,Krefeld,,2021-08-08,male,T20,,20.0,Sahir Naqash,Bayer Uerdingen Cricket Ground
t20s1571,Krefeld,,2021-08-08,male,T20,,20.0,Wahidullah Sahak,Bayer Uerdingen Cricket Ground
t20s1572,Dhaka,,2021-08-09,male,T20,,20.0,Shakib Al Hasan,"Shere Bangla National Stadium, Mirpur"
t20s1573,Brondby,,2021-08-14,male,T20,,20.0,HAM Shah,"Svanholm Park, Brondby"
t20s1574,Brondby,,2021-08-15,male,T20,,20.0,T Bharaj,"Svanholm Park, Brondby"
t20s1575,Kigali City,,2021-08-18,male,T20,,20.0,,Gahanga International Cricket Stadium. Rwanda
t20s1576,Kigali City,,2021-08-20,male,T20,,20.0,R Bakum,Gahanga International Cricket Stadium. Rwanda
t20s1577,Kigali City,,2021-08-20,male,T20,,20.0,Z Bimenyimana,Gahanga International Cricket Stadium. Rwanda
t20s1578,Albergaria,,2021-08-20,male,T20,,20.0,Washeem Abbas,Gucherre Cricket Ground
t20s1579,Kerava,,2021-08-21,male,T20,,20.0,,Kerava National Cricket Ground
t20s1580,Kerava,,2021-08-21,male,T20,,20.0,,Kerava National Cricket Ground
t20s1581,Kigali City,,2021-08-21,male,T20,,20.0,Amoluk Singh,Gahanga International Cricket Stadium. Rwanda
t20s1582,Albergaria,,2021-08-21,male,T20,,20.0,VP Thamotharam,Gucherre Cricket Ground
t20s1583,Albergaria,,2021-08-21,male,T20,,20.0,Azhar Andani,Gucherre Cricket Ground
t20s1584,Kerava,,2021-08-22,male,T20,,20.0,,Kerava National Cricket Ground
t20s1585,Kerava,,2021-08-22,male,T20,,20.0,,Kerava National Cricket Ground
t20s1586,Albergaria,,2021-08-22,male,T20,,20.0,Azhar Andani,Gucherre Cricket Ground
t20s1587,Murcia,,2021-08-26,female,T20,,20.0,F Overdijk,La Manga Club Top Ground
t20s1588,Murcia,,2021-08-26,female,T20,,20.0,GH Lewis,La Manga Club Bottom Ground
t20s1589,Murcia,,2021-08-26,female,T20,,20.0,SJ Bryce,La Manga Club Top Ground
t20s1590,Murcia,,2021-08-27,female,T20,,20.0,B de Leede,La Manga Club Bottom Ground
t20s1591,Murcia,,2021-08-27,female,T20,,20.0,KE Bryce,La Manga Club Top Ground
t20s1592,Murcia,,2021-08-27,female,T20,,20.0,B Maes Loch,La Manga Club Bottom Ground
t20s1593,Harare,,2021-08-27,female,T20,,20.0,,"Takashinga Sports Club, Highfield, Harare"
t20s1594,Dublin,,2021-08-27,male,T20,,20.0,RW Chakabva,"Castle Avenue, Dublin"
t20s1595,Harare,,2021-08-28,female,T20,,20.0,,"Takashinga Sports Club, Highfield, Harare"
t20s1596,Kolsva,,2021-08-29,female,T20,,20.0,N Kayani,Guttsta Wicked Cricket Club
t20s1597,Murcia,,2021-08-29,female,T20,,20.0,K Fraser,La Manga Club Top Ground
t20s1598,Murcia,,2021-08-29,female,T20,,20.0,EAJ Richardson,La Manga Club Bottom Ground
t20s1599,Dublin,,2021-08-29,male,T20,,20.0,KJ O'Brien,"Castle Avenue, Dublin"
t20s1600,Murcia,,2021-08-30,female,T20,,20.0,EAJ Richardson,La Manga Club Top Ground
t20s1601,Murcia,,2021-08-30,female,T20,,20.0,M McColl,La Manga Club Bottom Ground
t20s1602,Harare,,2021-08-30,female,T20,,20.0,,"Takashinga Sports Club, Highfield, Harare"
t20s1603,North Sound,,2021-08-31,female,T20,,20.0,,"Sir Vivian Richards Stadium, North Sound, Antigua"
t20s1604,Bready,,2021-09-01,male,T20,,20.0,PR Stirling,"Bready Cricket Club, Magheramason, Bready"
t20s1605,Dhaka,,2021-09-01,male,T20,,20.0,Shakib Al Hasan,"Shere Bangla National Stadium, Mirpur"
t20s1606,Chelmsford,,2021-09-01,female,T20,,20.0,TT Beaumont,"County Ground, Chelmsford"
t20s1607,Ilfov County,,2021-09-02,male,T20,,20.0,Zeeshan Kukikhel,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1608,Ilfov County,,2021-09-02,male,T20,,20.0,TC Barker,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1609,North Sound,,2021-09-02,female,T20,,20.0,,"Sir Vivian Richards Stadium, North Sound, Antigua"
t20s1610,Bready,,2021-09-02,male,T20,,20.0,MR Adair,"Bready Cricket Club, Magheramason, Bready"
t20s1611,Ilfov County,,2021-09-03,male,T20,,20.0,Asif Bevinje,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1612,Ilfov County,,2021-09-03,male,T20,,20.0,Bilal Muhammad,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1613,Ilfov County,,2021-09-03,male,T20,,20.0,Sami Ullah,"Moara Vlasiei Cricket Ground, Ilfov County"
t20s1614,Dhaka,,2021-09-03,male,T20,,20.0,Mahmudullah,"Shere Bangla National Stadium, Mirpur"
t20s1615,Ilfov County,,2021-09-04,male,T20,,20.0,Taranjeet Singh,"Moara Vlasiei Cricket Ground, Ilfov County"
