key,team
bpl0352,Sylhet Strikers
bpl0353,Khulna Tigers
bpl0353,Rangpur Riders
bpl0354,Rangpur Riders
bpl0354,Durdanto Dhaka
bpl0355,Chattogram Challengers
bpl0355,Fortune Barishal
bpl0356,Durdanto Dhaka
bpl0356,Khulna Tigers
bpl0357,Sylhet Strikers
bpl0357,Chattogram Challengers
bpl0358,Fortune Barishal
bpl0358,Sylhet Strikers
bpl0359,Rangpur Riders
bpl0359,Comilla Victorians
bpl0360,Chattogram Challengers
bpl0360,Comilla Victorians
bpl0361,Sylhet Strikers
bpl0361,Durdanto Dhaka
bpl0362,Rangpur Riders
bpl0362,Sylhet Strikers
bpl0363,Khulna Tigers
bpl0363,Fortune Barishal
bpl0364,Chattogram Challengers
bpl0364,Fortune Barishal
bpl0365,Rangpur Riders
bpl0365,Durdanto Dhaka
