team_1,team_2,key
Nottinghamshire,Hampshire,ntb00487
Warwickshire,Glamorgan,ntb00488
Sussex,Essex,ntb00489
Northamptonshire,Leicestershire,ntb00490
Nottinghamshire,Birmingham Bears,ntb00491
Yorkshire,Durham,ntb00492
Lancashire,Worcestershire,ntb00493
Surrey,Middlesex,ntb00494
Gloucestershire,Somerset,ntb00495
Derbyshire,Lancashire,ntb00496
Durham,Leicestershire,ntb00497
Nottinghamshire,Northamptonshire,ntb00498
Middlesex,Essex,ntb00499
Kent,Surrey,ntb00500
Glamorgan,Hampshire,ntb00501
Worcestershire,Birmingham Bears,ntb00502
Yorkshire,Birmingham Bears,ntb00503
Northamptonshire,Lancashire,ntb00504
Glamorgan,Sussex,ntb00505
Middlesex,Gloucestershire,ntb00506
Derbyshire,Worcestershire,ntb00507
Somerset,Kent,ntb00508
Nottinghamshire,Leicestershire,ntb00509
Gloucestershire,Kent,ntb00510
Hampshire,Sussex,ntb00511
Surrey,Essex,ntb00512
Kent,Hampshire,ntb00513
Essex,Glamorgan,ntb00514
Leicestershire,Birmingham Bears,ntb00515
Worcestershire,Northamptonshire,ntb00516
Surrey,Sussex,ntb00517
Nottinghamshire,Derbyshire,ntb00518
Somerset,Gloucestershire,ntb00519
Yorkshire,Durham,ntb00520
Lancashire,Derbyshire,ntb00521
Durham,Birmingham Bears,ntb00522
Yorkshire,Worcestershire,ntb00523
Durham,Nottinghamshire,ntb00524
Leicestershire,Lancashire,ntb00525
Derbyshire,Northamptonshire,ntb00526
Middlesex,Somerset,ntb00527
Leicestershire,Nottinghamshire,ntb00528
Somerset,Glamorgan,ntb00529
Worcestershire,Durham,ntb00530
Northamptonshire,Birmingham Bears,ntb00531
Lancashire,Yorkshire,ntb00532
Surrey,Kent,ntb00533
Hampshire,Middlesex,ntb00534
Essex,Gloucestershire,ntb00535
Hampshire,Essex,ntb00536
Middlesex,Hampshire,ntb00537
Leicestershire,Derbyshire,ntb00538
Northamptonshire,Worcestershire,ntb00539
Nottinghamshire,Lancashire,ntb00540
Somerset,Surrey,ntb00541
Gloucestershire,Glamorgan,ntb00542
Kent,Sussex,ntb00543
Yorkshire,Birmingham Bears,ntb00544
Yorkshire,Derbyshire,ntb00545
Nottinghamshire,Durham,ntb00546
Somerset,Middlesex,ntb00547
Derbyshire,Yorkshire,ntb00548
Yorkshire,Leicestershire,ntb00549
Surrey,Glamorgan,ntb00550
Sussex,Gloucestershire,ntb00551
Somerset,Hampshire,ntb00552
Kent,Essex,ntb00553
Durham,Northamptonshire,ntb00554
Sussex,Middlesex,ntb00555
Leicestershire,Birmingham Bears,ntb00556
Nottinghamshire,Derbyshire,ntb00557
Kent,Hampshire,ntb00558
Northamptonshire,Yorkshire,ntb00559
Lancashire,Leicestershire,ntb00560
Middlesex,Surrey,ntb00561
Durham,Worcestershire,ntb00562
Derbyshire,Birmingham Bears,ntb00563
Essex,Somerset,ntb00564
Worcestershire,Nottinghamshire,ntb00565
Sussex,Somerset,ntb00566
Middlesex,Glamorgan,ntb00567
Birmingham Bears,Northamptonshire,ntb00568
Kent,Gloucestershire,ntb00569
Essex,Surrey,ntb00570
Durham,Lancashire,ntb00571
Glamorgan,Essex,ntb00572
Hampshire,Somerset,ntb00573
Durham,Leicestershire,ntb00574
Derbyshire,Northamptonshire,ntb00575
Sussex,Surrey,ntb00576
Gloucestershire,Middlesex,ntb00577
Worcestershire,Derbyshire,ntb00578
Yorkshire,Lancashire,ntb00579
Nottinghamshire,Birmingham Bears,ntb00580
Lancashire,Birmingham Bears,ntb00581
Durham,Northamptonshire,ntb00582
Hampshire,Glamorgan,ntb00583
Surrey,Somerset,ntb00584
Leicestershire,Worcestershire,ntb00585
Nottinghamshire,Yorkshire,ntb00586
Leicestershire,Derbyshire,ntb00587
Gloucestershire,Surrey,ntb00588
Somerset,Glamorgan,ntb00589
Worcestershire,Nottinghamshire,ntb00590
Essex,Hampshire,ntb00591
Middlesex,Kent,ntb00592
Lancashire,Durham,ntb00593
Sussex,Glamorgan,ntb00594
Lancashire,Birmingham Bears,ntb00595
Hampshire,Surrey,ntb00596
Kent,Somerset,ntb00597
Middlesex,Essex,ntb00598
Northamptonshire,Yorkshire,ntb00599
Gloucestershire,Sussex,ntb00600
Leicestershire,Northamptonshire,ntb00601
Glamorgan,Surrey,ntb00602
Yorkshire,Nottinghamshire,ntb00603
Sussex,Middlesex,ntb00604
Essex,Kent,ntb00605
Gloucestershire,Hampshire,ntb00606
Worcestershire,Birmingham Bears,ntb00607
Kent,Lancashire,ntb00608
Durham,Sussex,ntb00609
Gloucestershire,Worcestershire,ntb00610
Somerset,Nottinghamshire,ntb00611
Sussex,Worcestershire,ntb00612
Worcestershire,Lancashire,ntb00613
Sussex,Somerset,ntb00614
Middlesex,Essex,ntb00615
Nottinghamshire,Worcestershire,ntb00616
Glamorgan,Somerset,ntb00617
Durham,Northamptonshire,ntb00618
Essex,Surrey,ntb00619
Gloucestershire,Glamorgan,ntb00620
Derbyshire,Yorkshire,ntb00621
Kent,Somerset,ntb00622
Hampshire,Kent,ntb00623
Lancashire,Durham,ntb00624
Birmingham Bears,Leicestershire,ntb00625
Leicestershire,Yorkshire,ntb00626
Surrey,Middlesex,ntb00627
Nottinghamshire,Northamptonshire,ntb00628
Birmingham Bears,Derbyshire,ntb00629
Sussex,Hampshire,ntb00630
Yorkshire,Lancashire,ntb00631
Gloucestershire,Middlesex,ntb00632
Surrey,Glamorgan,ntb00633
Northamptonshire,Birmingham Bears,ntb00634
Somerset,Hampshire,ntb00635
Leicestershire,Durham,ntb00636
Lancashire,Worcestershire,ntb00637
Kent,Essex,ntb00638
Derbyshire,Nottinghamshire,ntb00639
Sussex,Surrey,ntb00640
Glamorgan,Middlesex,ntb00641
Nottinghamshire,Leicestershire,ntb00642
Somerset,Sussex,ntb00643
Worcestershire,Durham,ntb00644
Surrey,Kent,ntb00645
Durham,Leicestershire,ntb00646
Worcestershire,Derbyshire,ntb00647
Essex,Hampshire,ntb00648
Middlesex,Kent,ntb00649
Glamorgan,Gloucestershire,ntb00650
Nottinghamshire,Birmingham Bears,ntb00651
Hampshire,Glamorgan,ntb00652
Gloucestershire,Essex,ntb00653
Durham,Lancashire,ntb00654
Somerset,Surrey,ntb00655
Sussex,Kent,ntb00656
Yorkshire,Worcestershire,ntb00657
Northamptonshire,Derbyshire,ntb00658
Lancashire,Nottinghamshire,ntb00659
Kent,Hampshire,ntb00660
Middlesex,Somerset,ntb00661
Gloucestershire,Sussex,ntb00662
Worcestershire,Leicestershire,ntb00663
Yorkshire,Birmingham Bears,ntb00664
Sussex,Glamorgan,ntb00665
Gloucestershire,Kent,ntb00666
Essex,Somerset,ntb00667
Northamptonshire,Durham,ntb00668
Leicestershire,Birmingham Bears,ntb00669
Middlesex,Surrey,ntb00670
Derbyshire,Durham,ntb00671
Glamorgan,Essex,ntb00672
Hampshire,Somerset,ntb00673
Surrey,Gloucestershire,ntb00674
Sussex,Middlesex,ntb00675
Birmingham Bears,Nottinghamshire,ntb00676
Leicestershire,Northamptonshire,ntb00677
Somerset,Kent,ntb00678
Glamorgan,Surrey,ntb00679
Yorkshire,Derbyshire,ntb00680
Birmingham Bears,Lancashire,ntb00681
Middlesex,Gloucestershire,ntb00682
Gloucestershire,Hampshire,ntb00683
Derbyshire,Worcestershire,ntb00684
Northamptonshire,Lancashire,ntb00685
Durham,Worcestershire,ntb00686
Surrey,Sussex,ntb00687
Derbyshire,Leicestershire,ntb00688
Sussex,Essex,ntb00689
Middlesex,Hampshire,ntb00690
Gloucestershire,Somerset,ntb00691
Derbyshire,Northamptonshire,ntb00692
Kent,Surrey,ntb00693
Durham,Yorkshire,ntb00694
Birmingham Bears,Worcestershire,ntb00695
Leicestershire,Nottinghamshire,ntb00696
Somerset,Glamorgan,ntb00697
Middlesex,Sussex,ntb00698
Nottinghamshire,Yorkshire,ntb00699
Birmingham Bears,Northamptonshire,ntb00700
Worcestershire,Lancashire,ntb00701
Leicestershire,Derbyshire,ntb00702
Hampshire,Essex,ntb00703
Glamorgan,Sussex,ntb00704
Lancashire,Derbyshire,ntb00705
Surrey,Somerset,ntb00706
Durham,Birmingham Bears,ntb00707
Kent,Gloucestershire,ntb00708
Surrey,Essex,ntb00709
Yorkshire,Northamptonshire,ntb00710
Hampshire,Middlesex,ntb00711
Sussex,Gloucestershire,ntb00712
Northamptonshire,Worcestershire,ntb00713
Essex,Kent,ntb00714
Birmingham Bears,Yorkshire,ntb00715
Somerset,Middlesex,ntb00716
Lancashire,Leicestershire,ntb00717
Nottinghamshire,Durham,ntb00718
Glamorgan,Hampshire,ntb00719
Lancashire,Essex,ntb00720
Nottinghamshire,Middlesex,ntb00721
Sussex,Worcestershire,ntb00722
Gloucestershire,Derbyshire,ntb00723
Nottinghamshire,Worcestershire,ntb00724
Derbyshire,Essex,ntb00725
Worcestershire,Essex,ntb00726
Hampshire,Kent,ntb00727
Lancashire,Durham,ntb00728
Middlesex,Essex,ntb00729
Sussex,Surrey,ntb00730
Middlesex,Kent,ntb00731
Leicestershire,Lancashire,ntb00732
Glamorgan,Gloucestershire,ntb00733
Durham,Nottinghamshire,ntb00734
Worcestershire,Northamptonshire,ntb00735
Glamorgan,Birmingham Bears,ntb00736
Essex,Surrey,ntb00737
Yorkshire,Derbyshire,ntb00738
Northamptonshire,Somerset,ntb00739
Hampshire,Sussex,ntb00740
Leicestershire,Durham,ntb00741
Gloucestershire,Worcestershire,ntb00742
Lancashire,Derbyshire,ntb00743
Yorkshire,Nottinghamshire,ntb00744
Glamorgan,Somerset,ntb00745
Middlesex,Sussex,ntb00746
Northamptonshire,Birmingham Bears,ntb00747
Surrey,Kent,ntb00748
Essex,Hampshire,ntb00749
Gloucestershire,Birmingham Bears,ntb00750
Middlesex,Essex,ntb00751
Somerset,Worcestershire,ntb00752
Glamorgan,Northamptonshire,ntb00753
Kent,Sussex,ntb00754
