balls_per_over,date,gender,match_type,missing,overs,season,team_type,venue,key,player_of_match,city
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00557,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00558,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00559,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Nehru Stadium,sma00560,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00561,,
6,2021-11-06,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00562,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00563,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00564,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,sma00565,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00566,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00567,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Nehru Stadium,sma00568,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00569,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00570,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00571,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Chaudhry Bansi Lal Cricket Stadium,sma00572,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00573,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00574,,
6,2021-11-08,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00575,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00576,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00577,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00578,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00579,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00580,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00581,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Chaudhry Bansi Lal Cricket Stadium,sma00582,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Reliance Cricket Stadium,sma00583,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00584,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00585,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Nehru Stadium,sma00586,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00587,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,"ACA Stadium, Barsapara",sma00588,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium B,sma00589,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,"ACA Stadium,Mangalagiri",sma00590,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium,sma00591,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Alembic 2  Cricket Ground,sma00592,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Gurugram Cricket Ground (SRNCC),sma00593,,
6,2021-11-09,male,T20,['umpires'],20,2021/22,club,Gokaraju Liala Gangaaraju ACA Cricket Ground,sma00594,,
6,2021-11-16,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00595,,
6,2021-11-16,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00596,,
6,2021-11-16,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00597,,
6,2021-11-18,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00598,,
6,2021-11-18,male,T20,['umpires'],20,2021/22,club,"Airforce Complex ground, Palam",sma00599,,
6,2021-11-18,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00600,,
6,2021-11-18,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00601,,
6,2021-11-20,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00602,,
6,2021-11-20,male,T20,['umpires'],20,2021/22,club,Arun Jaitley Stadium,sma00603,,
6,2021-11-22,male,T20,,20,2021/22,club,Arun Jaitley Stadium,sma00604,M Shahrukh Khan,
6,2022-10-11,male,T20,['impact_players'],20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00605,,Rajkot
6,2022-10-11,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00606,,Indore
6,2022-10-11,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00607,,Jaipur
6,2022-10-12,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00608,,Jaipur
6,2022-10-12,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00609,,Jaipur
6,2022-10-12,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00610,,Rajkot
6,2022-10-12,male,T20,"['impact_players', 'impact_players']",20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00611,,Indore
6,2022-10-12,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00612,,Indore
6,2022-10-14,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00613,,Rajkot
6,2022-10-14,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00614,,Indore
6,2022-10-14,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00615,,Rajkot
6,2022-10-14,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00616,,Jaipur
6,2022-10-14,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00617,,Jaipur
6,2022-10-16,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00618,,Rajkot
6,2022-10-16,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00619,,Rajkot
6,2022-10-16,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00620,,Indore
6,2022-10-16,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00621,,Indore
6,2022-10-18,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00622,,Indore
6,2022-10-18,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00623,,Indore
6,2022-10-18,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00624,,Rajkot
6,2022-10-18,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00625,,Jaipur
6,2022-10-18,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00626,,Jaipur
6,2022-10-18,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00627,,Rajkot
6,2022-10-20,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00628,,Jaipur
6,2022-10-20,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00629,,Jaipur
6,2022-10-20,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00630,,Rajkot
6,2022-10-20,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00631,,Rajkot
6,2022-10-20,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00632,,Indore
6,2022-10-20,male,T20,['impact_players'],20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00633,,Indore
6,2022-10-22,male,T20,,20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00634,,Indore
6,2022-10-22,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00635,,Jaipur
6,2022-10-22,male,T20,,20,2022/23,club,"Sawai Mansingh Stadium, Jaipur",sma00636,,Jaipur
6,2022-10-22,male,T20,['impact_players'],20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00637,,Rajkot
6,2022-10-22,male,T20,,20,2022/23,club,"Saurashtra Cricket Association Stadium, Rajkot",sma00638,,Rajkot
6,2022-10-22,male,T20,,20,2022/23,club,"Holkar Cricket Stadium, Indore",sma00639,,Indore
6,2022-10-30,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00640,,Kolkata
6,2022-10-30,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00641,,Kolkata
6,2022-10-30,male,T20,['impact_players'],20,2022/23,club,"Jadavpur University Campus 2nd Ground, Kolkata",sma00642,,Kolkata
6,2022-11-01,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00643,,Kolkata
6,2022-11-01,male,T20,,20,2022/23,club,"Jadavpur University Campus 2nd Ground, Kolkata",sma00644,,Kolkata
6,2022-11-01,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00645,,Kolkata
6,2022-11-03,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00646,,Kolkata
6,2022-11-03,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00647,,Kolkata
6,2022-11-05,male,T20,,20,2022/23,club,"Eden Gardens, Kolkata",sma00648,Tanush Kotian,Kolkata
6,2023-10-16,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00649,,Ranchi
6,2023-10-16,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00650,,Jaipur
6,2023-10-16,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00651,,Jaipur
6,2023-10-16,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00652,,Ranchi
6,2023-10-17,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00653,,Jaipur
6,2023-10-17,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00654,,Jaipur
6,2023-10-17,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00655,,Ranchi
6,2023-10-17,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00656,,Ranchi
6,2023-10-17,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00657,,Dehra Dun
6,2023-10-17,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00658,,Dehra Dun
6,2023-10-19,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00659,,Ranchi
6,2023-10-19,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00660,,Jaipur
6,2023-10-19,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00661,,Dehra Dun
6,2023-10-19,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00662,,Ranchi
6,2023-10-19,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00663,,Dehra Dun
6,2023-10-21,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00664,,Ranchi
6,2023-10-21,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00665,,Ranchi
6,2023-10-21,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00666,,Dehra Dun
6,2023-10-21,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00667,,Dehra Dun
6,2023-10-21,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00668,,Jaipur
6,2023-10-21,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00669,,Jaipur
6,2023-10-23,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00670,,Dehra Dun
6,2023-10-23,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00671,,Dehra Dun
6,2023-10-23,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00672,,Jaipur
6,2023-10-23,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00673,,Jaipur
6,2023-10-23,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00674,,Ranchi
6,2023-10-23,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00675,,Ranchi
6,2023-10-25,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00676,,Jaipur
6,2023-10-25,male,T20,,20,2023/24,club,"Sawai Mansingh Stadium, Jaipur",sma00677,,Jaipur
6,2023-10-25,male,T20,,20,2023/24,club,"JSCA International Stadium Complex, Ranchi",sma00678,,Ranchi
6,2023-10-25,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00679,,Dehra Dun
6,2023-10-25,male,T20,,20,2023/24,club,"Abhimanyu Cricket Academy, Dehradun",sma00680,,Dehra Dun
6,2023-10-31,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00681,,Chandigarh
6,2023-10-31,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00682,,Chandigarh
6,2023-11-02,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00683,N Wadhera,Chandigarh
6,2023-11-02,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00684,S Ghadigaonkar,Chandigarh
6,2023-11-04,male,T20,['player_of_match'],20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00685,,Chandigarh
6,2023-11-04,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00686,AV Rajput,Chandigarh
6,2023-11-06,male,T20,,20,2023/24,club,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",sma00687,Anmolpreet Singh,Chandigarh
