name,registry_key
Khurram Shahzad,27c5715d
Khushdil Shah,fce581b5
L Gregory,06c2de82
L Ronchi,0fa5042b
L Tucker,3979b5e0
L Wood,65b6943c
LA Dawson,4a461c24
LJ Evans,1c513d54
LJ Wright,cca50cd6
LMP Simmons,89f64c19
LS Livingstone,50c6bc2b
M de Lange,d4eef961
MA Gough,76752ac8
MD Shanaka,3ff033bb
MH Wessels,90f47cf2
MJ Guptill,2be41edb
MJ McClenaghan,51a3c5ef
MJ Saggers,402d5937
MM Ali,bb351c23
MN Samuels,f846de6a
MN van Wyk,710dd98c
MS Wade,afa7e784
MTC Waller,d74d1090
MW Forde,83d17bbc
Maaz Khan,73a0e5d8
Mahmudullah,bf1d7d3e
Majid Hussain,6f4bcdb4
Mehran Mumtaz,373838de
Mir Hamza,cb1a782a
Mirza Baig,96ce6752
Misbah-ul-Haq,7eae4418
Mohammad Abbas,a089f93f
Mohammad Ali,a86a37ab
Mohammad Amir,e174dadd
Mohammad Amir Khan,72f03be4
Mohammad Anees,dd853938
Mohammad Asghar,574665e2
Mohammad Asif,b7b6790a
Mohammad Asif,53ad9c10
Mohammad Hafeez,9ab63e7b
Mohammad Haris,ff3f6fc1
Mohammad Hasnain,8596fe80
Mohammad Huraira,9d2d03ef
Mohammad Ilyas,bbfa0b42
Mohammad Imran,65a2fff5
Mohammad Imran,687e20b3
Mohammad Imran (2),687e20b3
Mohammad Irfan,a8e3170f
Mohammad Irfan (4),1bf9a8ef
Mohammad Irfan (5),32885b08
Mohammad Mohsin,79f8472d
Mohammad Nabi,62af8546
Mohammad Nawaz,3086f7a4
Mohammad Nawaz (3),3086f7a4
Mohammad Rizwan,2f26ac1a
Mohammad Sami,68ddabdb
Mohammad Taha,3207b7d2
Mohammad Umar,feb6180d
Mohammad Wasim,9e9af5f2
Mohammad Zeeshan,68d11420
Mohammed Anees,0d4da5c5
Mubasir Khan,7264b765
Muhammad Akhlaq,9739e85c
Muhammad Faizan,1574f3fe
Muhammad Javed,bde2d0ea
Muhammad Musa,9b8a3c39
Mujeeb Ur Rahman,7d92277a
Mukhtar Ahmed,456f6d99
Mushfiqur Rahim,a94e08ea
Mustafizur Rahman,0a8fce53
N Pooran,3241e3fd
N Thushara,ee1b6c27
NL McCullum,5673a3fc
NLTC Perera,0f12f9df
Nabi Gul,bcc154fa
Najibullah Zadran,1212cbec
Naseem Shah,9c9af282
Nasir Hussain,5b2fe85b
Nasir Nawaz,13dd482e
Nauman Ali,54c58a5e
Nauman Anwar,d0540390
Naved Yasin,7bc1a2d1
Naveen-ul-Haq,c0c411cb
Noor Ahmad,efc04be7
OC McCoy,529eb9e0
OF Smith,23cca426
OP Stone,3f659464
Omair Yousuf,f8e3c0f8
PBB Rajapaksa,6c882e9a
PD Salt,3d284ca3
PI Walter,57590dbb
PR Brown,1efd12d1
PR Stirling,cf494ffe
Qais Ahmad,8d5d991e
Qasim Akram,b6359668
R Powell,650d5e49
RA Whiteley,d346d939
REJ Martinesz,140cdf29
RK Illingworth,20672246
RN ten Doeschate,4ec07775
RR Emrit,e7de4f6b
RR Hendricks,b8cc58c9
RR Rossouw,cad00a4d
RS Bopara,7ca5e05d
RS Madugalle,766b5798
RS Mahanama,57910393
RSA Palliyaguruge,4339c19d
RT Robinson,b143c87d
Rafatullah Mohmand,9211d267
Rahat Ali,a63775d6
Rahmanullah Gurbaz,0bacade8
Raja Farzan,38d1def2
Rameez Raja (2),e191bf68
Rashid Khan,5f547c8b
Rashid Riaz,fb82725e
Raza Hasan,4f7279a4
Rizwan Hussain,3031bf83
Rohail Nazir,522bea89
Rumman Raees,1c790f4f
S Badree,76388dc8
S Dadswell,0ecf791e
S Lamichhane,b410bd3d
S Mahmood,0f6db197
S Prasanna,f78e7113
SD Hope,1fc6ef83
SE Rutherford,d014d5ac
SM Ervine,556302a7
SO Hetmyer,48a1d7b7
SP Narine,9d430b40
SR Patel,18fac429
SR Watson,4329fbb5
SS Cottrell,a1d053dd
ST Finn,ccdd8308
SW Billings,c16d4035
SW Tait,addfb70e
Saad Ali,4cbf2e06
Saad Baig,eb75d76c
Saad Masood,b2498b5d
Saad Nasim,3fbb43a9
Sabbir Rahman,7147f314
Saeed Ajmal,05d74535
Sahibzada Farhan,1aba45cd
Saif Badar,e5d452d7
Saifullah Bangash,feb9238a
Saim Ayub,33609a8c
Sajjad Ali,3050a1fe
Salman Butt,4d6d6280
Salman Fayyaz,73cbe848
Salman Irshad,30afc92b
Salman Mirza,7ab1eab7
Sameen Gul,3be224b0
Saqib Khan,74644db4
Sarfraz Ahmed,2254ab79
Saud Shakeel,d07c1b2f
Shadab Khan,9de62878
Shaheen Shah Afridi,45a7e761
Shahid Afridi,0dc00542
Shahid Yousuf,7298fa49
Shahnawaz Dhani,7ccbb09f
Shahzaib Hasan,fd201eb4
Shakeel Ansar,21d6eb6a
Shakib Al Hasan,7dc35884
Shan Masood,6843a783
Sharjeel Khan,193ef196
Shawaiz Irfan,019ca34a
Shoaib Malik,64c34cd0
Shozab Raza,153c67dc
Sikandar Raza,26d041c4
Sohaib Maqsood,b98b5e1c
Sohaibullah,6a633d13
Sohail Akhtar,1ff2f550
Sohail Khan,5af743d0
Sohail Tanvir,64d43928
Sufiyan Muqeem,4277234d
T Banton,25f7b7d6
T Kohler-Cadmore,f836b33d
T Shamsi,a03bba42
TA Lammonby,73f1f6b0
TH David,f1f99156
TJ Moores,85dcb721
TK Curran,e86754b2
TL Seifert,4663bd23
TS Mills,245c97cb
Tamim Iqbal,3b041a12
Tariq Rasheed,1008518c
Tayyab Abbas,6b972db7
Tayyab Abbas,9cdc8c06
Tayyab Tahir,431f8af4
UT Khawaja,331ea488
Ubaid Shah,cc535250
Umaid Asif,f69f1d8a
Umair Masood,aa8b4568
Umar Akmal,fd2bf2a0
Umar Amin,3029e282
Umar Gul,16dfcc19
Umar Siddiq,8efab8ed
Umer Khan,db3643f3
Usama Mir,6dd8b88c
Usman Khan,bafb9238
Usman Qadir,33742f04
Usman Shinwari,f0e722e0
Usman Tariq,e94d1dcd
WCF Smeed,4e18e961
WD Parnell,3a60e0b5
WG Jacks,9caf69a1
WL Madsen,86e0f3f0
Wahab Riaz,b3118300
Waleed Yaqub,270416d5
Waqar Salamkheil,3f1066d0
Waqas Maqsood,f59b3bd1
Yasir Khan,4f1bb625
Yasir Shah,f2800ef3
Zafar Gohar,9fd3a210
Zahid Mahmood,ba158afd
Zahir Khan,786b7fe8
Zahoor Khan,f0e293b0
Zaman Khan,28392e11
Zameer Haider,5537565f
Zeeshan Ashraf,4b345629
Zeeshan Zameer,aad2830e
Zia-ul-Haq,99c81226
Zohaib Khan,a3a1c7ef
Zulfiqar Babar,3a0f6df2
