team_1,team_2,key
Rajasthan Royals,Lucknow Super Giants,ipl01028
Gujarat Titans,Mumbai Indians,ipl01029
Punjab Kings,Royal Challengers Bengaluru,ipl01030
Chennai Super Kings,Gujarat Titans,ipl01031
Sunrisers Hyderabad,Mumbai Indians,ipl01032
Rajasthan Royals,Delhi Capitals,ipl01033
Royal Challengers Bengaluru,Kolkata Knight Riders,ipl01034
Lucknow Super Giants,Punjab Kings,ipl01035
Sunrisers Hyderabad,Gujarat Titans,ipl01036
Delhi Capitals,Chennai Super Kings,ipl01037
Mumbai Indians,Rajasthan Royals,ipl01038
Lucknow Super Giants,Royal Challengers Bengaluru,ipl01039
Kolkata Knight Riders,Delhi Capitals,ipl01040
Gujarat Titans,Punjab Kings,ipl01041
Chennai Super Kings,Sunrisers Hyderabad,ipl01042
Royal Challengers Bengaluru,Rajasthan Royals,ipl01043
Mumbai Indians,Delhi Capitals,ipl01044
Lucknow Super Giants,Gujarat Titans,ipl01045
Kolkata Knight Riders,Chennai Super Kings,ipl01046
Sunrisers Hyderabad,Punjab Kings,ipl01047
Rajasthan Royals,Gujarat Titans,ipl01048
Royal Challengers Bengaluru,Mumbai Indians,ipl01049
Lucknow Super Giants,Delhi Capitals,ipl01050
Punjab Kings,Rajasthan Royals,ipl01051
Lucknow Super Giants,Kolkata Knight Riders,ipl01052
Chennai Super Kings,Mumbai Indians,ipl01053
Sunrisers Hyderabad,Royal Challengers Bengaluru,ipl01054
Kolkata Knight Riders,Rajasthan Royals,ipl01055
Gujarat Titans,Delhi Capitals,ipl01056
Mumbai Indians,Punjab Kings,ipl01057
Chennai Super Kings,Lucknow Super Giants,ipl01058
Sunrisers Hyderabad,Delhi Capitals,ipl01059
Kolkata Knight Riders,Royal Challengers Bengaluru,ipl01060
Punjab Kings,Gujarat Titans,ipl01061
Mumbai Indians,Rajasthan Royals,ipl01062
Chennai Super Kings,Lucknow Super Giants,ipl01063
Delhi Capitals,Gujarat Titans,ipl01064
Royal Challengers Bengaluru,Sunrisers Hyderabad,ipl01065
Kolkata Knight Riders,Punjab Kings,ipl01066
Delhi Capitals,Mumbai Indians,ipl01067
Lucknow Super Giants,Rajasthan Royals,ipl01068
Gujarat Titans,Royal Challengers Bengaluru,ipl01069
Chennai Super Kings,Sunrisers Hyderabad,ipl01070
Delhi Capitals,Kolkata Knight Riders,ipl01071
Mumbai Indians,Lucknow Super Giants,ipl01072
Chennai Super Kings,Punjab Kings,ipl01073
Sunrisers Hyderabad,Rajasthan Royals,ipl01074
Kolkata Knight Riders,Mumbai Indians,ipl01075
Gujarat Titans,Royal Challengers Bengaluru,ipl01076
Chennai Super Kings,Punjab Kings,ipl01077
Kolkata Knight Riders,Lucknow Super Giants,ipl01078
Sunrisers Hyderabad,Mumbai Indians,ipl01079
Delhi Capitals,Rajasthan Royals,ipl01080
Lucknow Super Giants,Sunrisers Hyderabad,ipl01081
Royal Challengers Bengaluru,Punjab Kings,ipl01082
Gujarat Titans,Chennai Super Kings,ipl01083
Kolkata Knight Riders,Mumbai Indians,ipl01084
Rajasthan Royals,Chennai Super Kings,ipl01085
Royal Challengers Bengaluru,Delhi Capitals,ipl01086
Delhi Capitals,Lucknow Super Giants,ipl01087
Rajasthan Royals,Punjab Kings,ipl01088
Lucknow Super Giants,Mumbai Indians,ipl01089
Royal Challengers Bengaluru,Chennai Super Kings,ipl01090
Punjab Kings,Sunrisers Hyderabad,ipl01091
Sunrisers Hyderabad,Kolkata Knight Riders,ipl01092
Royal Challengers Bengaluru,Rajasthan Royals,ipl01093
Sunrisers Hyderabad,Rajasthan Royals,ipl01094
Sunrisers Hyderabad,Kolkata Knight Riders,ipl01095
