team_1,team_2,key
Perth Scorchers,Melbourne Stars,bbl00486
Brisbane Heat,Adelaide Strikers,bbl00487
Hobart Hurricanes,Melbourne Renegades,bbl00488
Melbourne Stars,Sydney Sixers,bbl00489
Adelaide Strikers,Perth Scorchers,bbl00490
Brisbane Heat,Sydney Thunder,bbl00491
Sydney Sixers,Melbourne Renegades,bbl00492
Melbourne Stars,Perth Scorchers,bbl00493
Sydney Thunder,Brisbane Heat,bbl00494
Melbourne Renegades,Sydney Sixers,bbl00495
Melbourne Stars,Adelaide Strikers,bbl00496
Sydney Thunder,Hobart Hurricanes,bbl00497
Brisbane Heat,Sydney Sixers,bbl00498
Melbourne Renegades,Perth Scorchers,bbl00499
Adelaide Strikers,Hobart Hurricanes,bbl00500
Melbourne Renegades,Melbourne Stars,bbl00501
Brisbane Heat,Sydney Sixers,bbl00502
Perth Scorchers,Sydney Thunder,bbl00503
Hobart Hurricanes,Adelaide Strikers,bbl00504
Melbourne Stars,Sydney Sixers,bbl00505
Hobart Hurricanes,Melbourne Renegades,bbl00506
Brisbane Heat,Perth Scorchers,bbl00507
Sydney Thunder,Sydney Sixers,bbl00508
Melbourne Stars,Hobart Hurricanes,bbl00509
Adelaide Strikers,Melbourne Renegades,bbl00510
Brisbane Heat,Perth Scorchers,bbl00511
Adelaide Strikers,Melbourne Stars,bbl00512
Sydney Thunder,Perth Scorchers,bbl00513
Melbourne Renegades,Melbourne Stars,bbl00514
Brisbane Heat,Adelaide Strikers,bbl00515
Sydney Sixers,Perth Scorchers,bbl00516
Sydney Thunder,Hobart Hurricanes,bbl00517
Melbourne Stars,Brisbane Heat,bbl00518
Sydney Sixers,Adelaide Strikers,bbl00519
Hobart Hurricanes,Perth Scorchers,bbl00520
Melbourne Renegades,Sydney Thunder,bbl00521
Adelaide Strikers,Perth Scorchers,bbl00522
Brisbane Heat,Hobart Hurricanes,bbl00523
Sydney Sixers,Sydney Thunder,bbl00524
Brisbane Heat,Melbourne Stars,bbl00525
Perth Scorchers,Melbourne Renegades,bbl00526
Sydney Sixers,Hobart Hurricanes,bbl00527
Adelaide Strikers,Melbourne Renegades,bbl00528
Melbourne Stars,Sydney Thunder,bbl00529
Hobart Hurricanes,Brisbane Heat,bbl00530
Brisbane Heat,Sydney Thunder,bbl00531
Sydney Sixers,Perth Scorchers,bbl00532
Melbourne Renegades,Brisbane Heat,bbl00533
Sydney Sixers,Brisbane Heat,bbl00534
Brisbane Heat,Perth Scorchers,bbl00535
Brisbane Heat,Melbourne Stars,bbl00536
Sydney Sixers,Melbourne Renegades,bbl00537
Perth Scorchers,Melbourne Renegades,bbl00538
Hobart Hurricanes,Sydney Sixers,bbl00539
Brisbane Heat,Sydney Thunder,bbl00540
Melbourne Stars,Perth Scorchers,bbl00541
Sydney Thunder,Adelaide Strikers,bbl00542
Hobart Hurricanes,Perth Scorchers,bbl00543
Melbourne Renegades,Brisbane Heat,bbl00544
Sydney Sixers,Adelaide Strikers,bbl00545
Melbourne Stars,Sydney Thunder,bbl00546
Melbourne Renegades,Hobart Hurricanes,bbl00547
Sydney Sixers,Melbourne Stars,bbl00548
