batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,extras_type
AS Joseph,A Nortje,AM Phangiso,0,0,0,11,4,Joburg Super Kings,1,caught,AS Joseph,,,,,Pretoria Capitals,sat00013,,,,
N Burger,A Nortje,AM Phangiso,0,0,0,11,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,A Nortje,AM Phangiso,0,0,0,11,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,1,0,1,12,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,AU Rashid,AM Phangiso,0,0,0,12,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,AU Rashid,AM Phangiso,0,0,0,12,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,AU Rashid,AM Phangiso,1,0,1,12,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,0,0,0,12,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,6,0,6,12,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,WD Parnell,AM Phangiso,0,0,0,13,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,WD Parnell,AM Phangiso,0,0,0,13,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,WD Parnell,AM Phangiso,0,0,0,13,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,WD Parnell,AM Phangiso,1,0,1,13,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,WD Parnell,N Burger,0,4,4,13,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,legbyes
AM Phangiso,WD Parnell,N Burger,0,1,1,13,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,noballs
AM Phangiso,WD Parnell,N Burger,6,0,6,13,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,1,1,14,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,wides
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,4,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,5,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,JDS Neesham,AM Phangiso,0,0,0,14,6,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,4,0,4,15,1,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,0,0,0,15,2,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
AM Phangiso,AU Rashid,N Burger,1,0,1,15,3,Joburg Super Kings,1,,,,,,,Pretoria Capitals,sat00013,,,,
N Burger,AU Rashid,AM Phangiso,0,0,0,15,4,Joburg Super Kings,1,caught,N Burger,,,,,Pretoria Capitals,sat00013,,,,
PD Salt,N Burger,WG Jacks,1,0,1,0,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,N Burger,PD Salt,0,0,0,0,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,N Burger,PD Salt,4,0,4,0,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,N Burger,PD Salt,1,0,1,0,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,WG Jacks,0,0,0,0,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,WG Jacks,6,0,6,0,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,0,0,0,1,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,6,0,6,1,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,2,0,2,1,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,2,0,2,1,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,4,0,4,1,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,AS Joseph,PD Salt,4,0,4,1,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,G Coetzee,WG Jacks,1,0,1,2,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,G Coetzee,PD Salt,6,0,6,2,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,G Coetzee,PD Salt,0,0,0,2,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,G Coetzee,PD Salt,4,0,4,2,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,G Coetzee,PD Salt,0,0,0,2,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,G Coetzee,PD Salt,1,0,1,2,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,N Burger,PD Salt,0,1,1,3,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,legbyes
PD Salt,N Burger,WG Jacks,2,0,2,3,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,WG Jacks,1,0,1,3,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
WG Jacks,N Burger,PD Salt,0,0,0,3,4,Pretoria Capitals,2,caught,WG Jacks,,,,,Joburg Super Kings,sat00013,,,,
TB de Bruyn,N Burger,PD Salt,0,0,0,3,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
TB de Bruyn,N Burger,PD Salt,0,0,0,3,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AS Joseph,TB de Bruyn,0,0,0,4,1,Pretoria Capitals,2,run out,TB de Bruyn,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AS Joseph,RR Rossouw,1,0,1,4,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,AS Joseph,PD Salt,0,0,0,4,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,AS Joseph,PD Salt,4,0,4,4,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,AS Joseph,PD Salt,6,0,6,4,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,AS Joseph,PD Salt,0,0,0,4,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,G Coetzee,RR Rossouw,1,0,1,5,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,G Coetzee,PD Salt,0,0,0,5,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,G Coetzee,PD Salt,1,0,1,5,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,G Coetzee,RR Rossouw,4,0,4,5,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,G Coetzee,RR Rossouw,0,5,5,5,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,wides
PD Salt,G Coetzee,RR Rossouw,0,1,1,5,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,wides
PD Salt,G Coetzee,RR Rossouw,1,0,1,5,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
RR Rossouw,G Coetzee,PD Salt,0,0,0,5,6,Pretoria Capitals,2,bowled,RR Rossouw,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,S Dadswell,2,0,2,6,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,S Dadswell,1,0,1,6,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,N Burger,PD Salt,4,0,4,6,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,N Burger,PD Salt,1,0,1,6,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,N Burger,S Dadswell,1,0,1,6,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,N Burger,PD Salt,0,0,0,6,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,4,0,4,7,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,1,0,1,7,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,1,0,1,7,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,1,0,1,7,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,0,0,0,7,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,1,0,1,7,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,R Shepherd,PD Salt,1,0,1,8,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,R Shepherd,S Dadswell,4,0,4,8,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,R Shepherd,S Dadswell,0,0,0,8,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,R Shepherd,S Dadswell,1,0,1,8,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,R Shepherd,PD Salt,1,0,1,8,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,R Shepherd,S Dadswell,0,0,0,8,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AS Joseph,PD Salt,0,0,0,9,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AS Joseph,PD Salt,1,0,1,9,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AS Joseph,S Dadswell,1,0,1,9,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AS Joseph,PD Salt,1,0,1,9,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AS Joseph,S Dadswell,4,0,4,9,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AS Joseph,S Dadswell,4,0,4,9,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,10,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,10,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,10,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,4,0,4,10,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,10,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,10,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,1,0,1,11,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,0,0,0,11,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,1,0,1,11,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,1,0,1,11,4,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,AM Phangiso,PD Salt,1,0,1,11,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,AM Phangiso,S Dadswell,2,0,2,11,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,1,0,1,12,1,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,L Gregory,S Dadswell,4,0,4,12,2,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,L Gregory,S Dadswell,1,0,1,12,3,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
S Dadswell,L Gregory,PD Salt,0,0,0,12,4,Pretoria Capitals,2,caught,S Dadswell,,,,,Joburg Super Kings,sat00013,,,,
JDS Neesham,L Gregory,PD Salt,1,0,1,12,5,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
PD Salt,L Gregory,JDS Neesham,1,0,1,12,6,Pretoria Capitals,2,,,,,,,Joburg Super Kings,sat00013,,,,
JJ Roy,A Gqamane,JC Buttler,1,0,1,0,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,A Gqamane,JJ Roy,0,0,0,0,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,A Gqamane,JJ Roy,4,0,4,0,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,A Gqamane,JJ Roy,4,0,4,0,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,A Gqamane,JJ Roy,2,0,2,0,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,A Gqamane,JJ Roy,1,0,1,0,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,SSB Magala,JJ Roy,0,0,0,1,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,SSB Magala,JJ Roy,0,0,0,1,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,SSB Magala,JJ Roy,1,0,1,1,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JJ Roy,SSB Magala,JC Buttler,0,0,0,1,4,Paarl Royals,1,,,Paarl Royals,BM White,JJ Roy,upheld,Sunrisers Eastern Cape,sat00014,,,,
JJ Roy,SSB Magala,JC Buttler,1,0,1,1,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JC Buttler,SSB Magala,JJ Roy,0,0,0,1,6,Paarl Royals,1,caught,JC Buttler,,,,,Sunrisers Eastern Cape,sat00014,,,,
JJ Roy,AK Markram,WJ Lubbe,4,0,4,2,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JJ Roy,AK Markram,WJ Lubbe,0,0,0,2,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
JJ Roy,AK Markram,WJ Lubbe,0,0,0,2,3,Paarl Royals,1,bowled,JJ Roy,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,AK Markram,WJ Lubbe,1,0,1,2,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,0,0,0,2,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,1,0,1,2,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,SSB Magala,C Bosch,0,0,0,3,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,SSB Magala,C Bosch,1,0,1,3,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,SSB Magala,WJ Lubbe,1,0,1,3,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,SSB Magala,C Bosch,1,0,1,3,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,SSB Magala,WJ Lubbe,0,0,0,3,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,SSB Magala,WJ Lubbe,0,0,0,3,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,4,0,4,4,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,0,0,0,4,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,1,0,1,4,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,AK Markram,WJ Lubbe,1,0,1,4,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,AK Markram,C Bosch,0,4,4,4,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,legbyes
WJ Lubbe,AK Markram,C Bosch,1,0,1,4,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,M Jansen,C Bosch,0,0,0,5,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,M Jansen,C Bosch,4,0,4,5,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,M Jansen,C Bosch,0,0,0,5,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,M Jansen,C Bosch,0,0,0,5,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,M Jansen,C Bosch,5,0,5,5,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,M Jansen,WJ Lubbe,1,0,1,5,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,WJ Lubbe,1,0,1,6,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,RE van der Merwe,C Bosch,1,0,1,6,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,WJ Lubbe,1,0,1,6,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,RE van der Merwe,C Bosch,1,0,1,6,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,WJ Lubbe,1,0,1,6,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,RE van der Merwe,C Bosch,1,0,1,6,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,BA Carse,C Bosch,6,0,6,7,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
WJ Lubbe,BA Carse,C Bosch,1,0,1,7,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,WJ Lubbe,0,1,1,7,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,legbyes
WJ Lubbe,BA Carse,C Bosch,0,0,0,7,4,Paarl Royals,1,bowled,WJ Lubbe,,,,,Sunrisers Eastern Cape,sat00014,,,,
EJG Morgan,BA Carse,C Bosch,1,0,1,7,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,EJG Morgan,1,0,1,7,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,M Jansen,EJG Morgan,0,0,0,8,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,M Jansen,EJG Morgan,0,0,0,8,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,M Jansen,EJG Morgan,1,0,1,8,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
EJG Morgan,M Jansen,C Bosch,0,0,0,8,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
EJG Morgan,M Jansen,C Bosch,1,0,1,8,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,M Jansen,EJG Morgan,0,0,0,8,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
EJG Morgan,BA Carse,C Bosch,0,0,0,9,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
EJG Morgan,BA Carse,C Bosch,0,0,0,9,2,Paarl Royals,1,caught,EJG Morgan,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,BA Carse,C Bosch,1,0,1,9,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,DA Miller,0,0,0,9,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,DA Miller,1,0,1,9,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,BA Carse,C Bosch,0,0,0,9,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,DA Miller,1,0,1,10,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,RE van der Merwe,C Bosch,1,0,1,10,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,DA Miller,1,0,1,10,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,RE van der Merwe,C Bosch,1,0,1,10,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,DA Miller,1,0,1,10,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,RE van der Merwe,C Bosch,2,0,2,10,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,DA Miller,2,0,2,11,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,DA Miller,1,0,1,11,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,BA Carse,C Bosch,0,0,0,11,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,BA Carse,C Bosch,1,0,1,11,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,BA Carse,DA Miller,1,0,1,11,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,BA Carse,C Bosch,4,0,4,11,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,DA Miller,1,0,1,12,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
DA Miller,RE van der Merwe,C Bosch,0,0,0,12,2,Paarl Royals,1,caught,DA Miller,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,RE van der Merwe,C Bosch,1,0,1,12,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,E Jones,1,0,1,12,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,RE van der Merwe,C Bosch,2,0,2,12,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,RE van der Merwe,C Bosch,1,0,1,12,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,AK Markram,C Bosch,1,0,1,13,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,AK Markram,E Jones,1,0,1,13,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,AK Markram,C Bosch,0,0,0,13,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,AK Markram,C Bosch,2,0,2,13,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,AK Markram,C Bosch,1,0,1,13,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,AK Markram,E Jones,0,0,0,13,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,RE van der Merwe,C Bosch,0,0,0,14,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,RE van der Merwe,C Bosch,1,0,1,14,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,E Jones,0,0,0,14,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
C Bosch,RE van der Merwe,E Jones,0,0,0,14,4,Paarl Royals,1,caught,C Bosch,,,,,Sunrisers Eastern Cape,sat00014,,,,
BC Fortuin,RE van der Merwe,E Jones,0,0,0,14,5,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
BC Fortuin,RE van der Merwe,E Jones,1,0,1,14,6,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
BC Fortuin,AK Markram,E Jones,0,0,0,15,1,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
BC Fortuin,AK Markram,E Jones,0,0,0,15,2,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
BC Fortuin,AK Markram,E Jones,1,0,1,15,3,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
E Jones,AK Markram,BC Fortuin,2,0,2,15,4,Paarl Royals,1,,,,,,,Sunrisers Eastern Cape,sat00014,,,,
