batter,bowler,non_striker,runs_batter,runs_extras,runs_total,over,delivery_no,batting_team,inning_no,wickets_kind,wickets_player_out,review_by,review_umpire,review_batter,review_decision,bowling_team,key,review_umpires_call,replacements_role,review_type,extras_type
DA Miller,A Nortje,EJG Morgan,0,0,0,9,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,EJG Morgan,0,0,0,9,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,EJG Morgan,1,0,1,9,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
EJG Morgan,A Nortje,DA Miller,4,0,4,9,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
EJG Morgan,A Nortje,DA Miller,0,0,0,9,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,EJG Morgan,2,0,2,10,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,EJG Morgan,0,0,0,10,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,EJG Morgan,2,0,2,10,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,EJG Morgan,1,0,1,10,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
EJG Morgan,M Pretorius,DA Miller,4,0,4,10,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
EJG Morgan,M Pretorius,DA Miller,0,0,0,10,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,RR Rossouw,EJG Morgan,0,1,1,11,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,wides
DA Miller,RR Rossouw,EJG Morgan,1,0,1,11,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
EJG Morgan,RR Rossouw,DA Miller,0,0,0,11,2,Paarl Royals,2,caught,EJG Morgan,,,,,Pretoria Capitals,sat00031,,,,
E Jones,RR Rossouw,DA Miller,0,0,0,11,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
E Jones,RR Rossouw,DA Miller,0,0,0,11,4,Paarl Royals,2,,,Pretoria Capitals,AT Holdstock,E Jones,struck down,Pretoria Capitals,sat00031,True,,,
E Jones,RR Rossouw,DA Miller,0,1,1,11,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,wides
E Jones,RR Rossouw,DA Miller,0,0,0,11,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
E Jones,RR Rossouw,DA Miller,0,0,0,11,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,AU Rashid,E Jones,0,0,0,12,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,AU Rashid,E Jones,4,0,4,12,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,AU Rashid,E Jones,0,0,0,12,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,AU Rashid,E Jones,1,0,1,12,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
E Jones,AU Rashid,DA Miller,0,0,0,12,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
E Jones,AU Rashid,DA Miller,0,1,1,12,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,byes
E Jones,JDS Neesham,DA Miller,0,0,0,13,1,Paarl Royals,2,bowled,E Jones,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,4,0,4,13,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,0,0,0,13,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,0,0,0,13,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,0,0,0,13,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,0,0,0,13,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,AL Phehlukwayo,1,0,1,14,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,A Nortje,DA Miller,4,0,4,14,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,A Nortje,DA Miller,0,0,0,14,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,A Nortje,DA Miller,4,0,4,14,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,A Nortje,DA Miller,0,0,0,14,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,A Nortje,DA Miller,0,0,0,14,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,E Bosch,AL Phehlukwayo,0,0,0,15,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,E Bosch,AL Phehlukwayo,1,0,1,15,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,E Bosch,DA Miller,1,0,1,15,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,E Bosch,AL Phehlukwayo,1,0,1,15,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,E Bosch,DA Miller,1,0,1,15,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,E Bosch,AL Phehlukwayo,1,0,1,15,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,JDS Neesham,AL Phehlukwayo,1,0,1,16,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
AL Phehlukwayo,JDS Neesham,DA Miller,0,0,0,16,2,Paarl Royals,2,caught,AL Phehlukwayo,,,,,Pretoria Capitals,sat00031,,,,
BC Fortuin,JDS Neesham,DA Miller,1,0,1,16,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,JDS Neesham,BC Fortuin,2,0,2,16,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,JDS Neesham,BC Fortuin,4,0,4,16,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,JDS Neesham,BC Fortuin,0,0,0,16,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
BC Fortuin,M Pretorius,DA Miller,1,0,1,17,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,BC Fortuin,6,0,6,17,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,M Pretorius,BC Fortuin,1,0,1,17,3,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
BC Fortuin,M Pretorius,DA Miller,0,0,0,17,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
BC Fortuin,M Pretorius,DA Miller,0,0,0,17,5,Paarl Royals,2,caught,BC Fortuin,,,,,Pretoria Capitals,sat00031,,,,
L Ngidi,M Pretorius,DA Miller,0,0,0,17,6,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,L Ngidi,0,0,0,18,1,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,L Ngidi,0,0,0,18,2,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
DA Miller,A Nortje,L Ngidi,0,0,0,18,3,Paarl Royals,2,caught,DA Miller,,,,,Pretoria Capitals,sat00031,,,,
T Shamsi,A Nortje,L Ngidi,0,0,0,18,4,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
T Shamsi,A Nortje,L Ngidi,0,0,0,18,5,Paarl Royals,2,,,,,,,Pretoria Capitals,sat00031,,,,
T Shamsi,A Nortje,L Ngidi,0,0,0,18,6,Paarl Royals,2,caught,T Shamsi,,,,,Pretoria Capitals,sat00031,,,,
AM Rossington,N Burger,T Bavuma,0,0,0,0,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,N Burger,T Bavuma,0,0,0,0,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,N Burger,T Bavuma,0,0,0,0,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,N Burger,T Bavuma,0,1,1,0,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
AM Rossington,N Burger,T Bavuma,0,1,1,0,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
AM Rossington,N Burger,T Bavuma,2,0,2,0,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,N Burger,T Bavuma,4,0,4,0,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,N Burger,T Bavuma,0,0,0,0,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Bavuma,LB Williams,AM Rossington,0,0,0,1,1,Sunrisers Eastern Cape,1,caught,T Bavuma,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,LB Williams,AM Rossington,1,0,1,1,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,LB Williams,J Hermann,0,0,0,1,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AM Rossington,LB Williams,J Hermann,0,1,1,1,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
AM Rossington,LB Williams,J Hermann,0,0,0,1,4,Sunrisers Eastern Cape,1,caught,AM Rossington,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,J Hermann,0,1,1,1,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,noballs
AK Markram,LB Williams,J Hermann,0,0,0,1,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,J Hermann,4,0,4,1,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,N Burger,AK Markram,0,0,0,2,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,N Burger,AK Markram,1,0,1,2,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,4,0,4,2,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,2,0,2,2,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,4,0,4,2,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,0,0,0,2,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,LB Williams,AK Markram,0,0,0,3,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,LB Williams,AK Markram,4,0,4,3,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,LB Williams,AK Markram,1,0,1,3,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,J Hermann,0,0,0,3,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,J Hermann,1,0,1,3,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,LB Williams,AK Markram,0,0,0,3,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,0,0,0,4,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,0,0,0,4,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,1,0,1,4,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,1,0,1,4,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,0,0,0,4,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,1,0,1,4,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,5,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,1,0,1,5,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,5,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,1,0,1,5,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,5,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,0,0,5,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,2,0,2,6,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,1,0,1,6,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,4,0,4,6,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,0,0,0,6,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,1,0,1,6,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,1,0,1,6,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,4,0,4,7,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,7,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,1,0,1,7,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,7,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,0,0,7,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,4,0,4,7,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,1,0,1,8,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,2,0,2,8,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,1,0,1,8,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,1,0,1,8,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,1,0,1,8,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,0,0,0,8,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,1,0,1,9,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,1,0,1,9,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,0,0,0,9,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,2,0,2,9,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,1,0,1,9,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,J Hermann,1,0,1,9,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,0,0,0,10,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,J Hermann,1,0,1,10,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,0,0,10,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,0,0,10,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,1,1,10,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
J Hermann,M Theekshana,AK Markram,0,0,0,10,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,M Theekshana,AK Markram,0,1,1,10,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,legbyes
J Hermann,N Burger,AK Markram,6,1,7,11,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,noballs
J Hermann,N Burger,AK Markram,2,0,2,11,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,N Burger,AK Markram,1,0,1,11,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,1,0,1,11,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,N Burger,AK Markram,1,0,1,11,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,2,0,2,11,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,J Hermann,1,0,1,11,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,6,0,6,12,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,2,0,2,12,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,J Hermann,1,0,1,12,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,4,0,4,12,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,4,0,4,12,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,R Shepherd,AK Markram,1,0,1,12,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
J Hermann,G Coetzee,AK Markram,1,0,1,13,1,Sunrisers Eastern Cape,1,run out,J Hermann,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,G Coetzee,AK Markram,1,0,1,13,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,T Stubbs,0,0,0,13,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,T Stubbs,0,0,0,13,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,G Coetzee,T Stubbs,1,0,1,13,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,G Coetzee,AK Markram,4,0,4,13,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,T Stubbs,1,0,1,14,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,M Theekshana,AK Markram,1,0,1,14,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,T Stubbs,0,0,0,14,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,T Stubbs,6,0,6,14,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,T Stubbs,2,0,2,14,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,M Theekshana,T Stubbs,1,0,1,14,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,T Stubbs,1,0,1,15,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,LB Williams,AK Markram,1,0,1,15,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,T Stubbs,0,1,1,15,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
AK Markram,LB Williams,T Stubbs,4,0,4,15,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,T Stubbs,1,0,1,15,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,LB Williams,AK Markram,0,0,0,15,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,LB Williams,AK Markram,0,1,1,15,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,noballs
T Stubbs,LB Williams,AK Markram,6,0,6,15,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,T Stubbs,0,1,1,16,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
AK Markram,N Burger,T Stubbs,6,0,6,16,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,T Stubbs,1,0,1,16,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,N Burger,AK Markram,1,0,1,16,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,N Burger,T Stubbs,1,0,1,16,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,N Burger,AK Markram,2,0,2,16,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,N Burger,AK Markram,4,0,4,16,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,2,0,2,17,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,6,0,6,17,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,6,0,6,17,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,2,0,2,17,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,4,0,4,17,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,R Shepherd,T Stubbs,1,0,1,17,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,T Stubbs,6,0,6,18,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
AK Markram,LB Williams,T Stubbs,0,0,0,18,2,Sunrisers Eastern Cape,1,caught,AK Markram,,,,,Joburg Super Kings,sat00032,,,,
JM Cox,LB Williams,T Stubbs,0,0,0,18,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
JM Cox,LB Williams,T Stubbs,1,0,1,18,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
T Stubbs,LB Williams,JM Cox,0,0,0,18,5,Sunrisers Eastern Cape,1,caught,T Stubbs,,,,,Joburg Super Kings,sat00032,,,,
M Jansen,LB Williams,JM Cox,1,0,1,18,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
M Jansen,G Coetzee,JM Cox,4,1,5,19,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,noballs
M Jansen,G Coetzee,JM Cox,0,1,1,19,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,wides
M Jansen,G Coetzee,JM Cox,1,0,1,19,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
JM Cox,G Coetzee,M Jansen,2,1,3,19,1,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,noballs
JM Cox,G Coetzee,M Jansen,6,0,6,19,2,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
JM Cox,G Coetzee,M Jansen,6,0,6,19,3,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
JM Cox,G Coetzee,M Jansen,3,0,3,19,4,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
M Jansen,G Coetzee,JM Cox,0,0,0,19,5,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,
M Jansen,G Coetzee,JM Cox,0,2,2,19,6,Sunrisers Eastern Cape,1,,,,,,,Joburg Super Kings,sat00032,,,,byes
F du Plessis,SSB Magala,G Coetzee,0,0,0,0,1,Joburg Super Kings,2,caught,F du Plessis,,,,,Sunrisers Eastern Cape,sat00032,,,,
JL du Plooy,SSB Magala,G Coetzee,0,0,0,0,2,Joburg Super Kings,2,,,,,,,Sunrisers Eastern Cape,sat00032,,,,
JL du Plooy,SSB Magala,G Coetzee,0,0,0,0,3,Joburg Super Kings,2,,,,,,,Sunrisers Eastern Cape,sat00032,,,,
JL du Plooy,SSB Magala,G Coetzee,0,0,0,0,4,Joburg Super Kings,2,,,,,,,Sunrisers Eastern Cape,sat00032,,,,
JL du Plooy,SSB Magala,G Coetzee,0,0,0,0,5,Joburg Super Kings,2,,,,,,,Sunrisers Eastern Cape,sat00032,,,,
JL du Plooy,SSB Magala,G Coetzee,0,0,0,0,6,Joburg Super Kings,2,,,,,,,Sunrisers Eastern Cape,sat00032,,,,
