date,team_type,league,gender,cricsheet_id,match_teams
2020-08-19,club,CPL,male,1227868,St Kitts and Nevis Patriots vs Guyana Amazon Warriors
2020-08-20,club,CPL,male,1227869,Barbados Tridents vs St Lucia Zouks
2020-08-20,club,CPL,male,1227870,Jamaica Tallawahs vs Trinbago Knight Riders
2020-08-22,club,CPL,male,1227872,Guyana Amazon Warriors vs Jamaica Tallawahs
2020-08-22,club,CPL,male,1227871,St Lucia Zouks vs St Kitts and Nevis Patriots
2020-08-23,club,CPL,male,1227873,Trinbago Knight Riders vs Barbados Tridents
2020-08-23,club,CPL,male,1227874,St Lucia Zouks vs Guyana Amazon Warriors
2020-08-25,club,CPL,male,1227875,Barbados Tridents vs St Kitts and Nevis Patriots
2020-08-25,club,CPL,male,1227876,Guyana Amazon Warriors vs Jamaica Tallawahs
2020-08-26,club,CPL,male,1227877,St Lucia Zouks vs Trinbago Knight Riders
2020-08-26,club,CPL,male,1227878,Barbados Tridents vs Jamaica Tallawahs
2020-08-27,club,CPL,male,1227879,St Kitts and Nevis Patriots vs St Lucia Zouks
2020-08-27,club,CPL,male,1227880,Guyana Amazon Warriors vs Trinbago Knight Riders
2020-08-29,club,CPL,male,1227881,Barbados Tridents vs Trinbago Knight Riders
2020-08-29,club,CPL,male,1227882,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2020-08-30,club,CPL,male,1227883,St Lucia Zouks vs Barbados Tridents
2020-08-30,club,CPL,male,1227884,St Kitts and Nevis Patriots vs Guyana Amazon Warriors
2020-09-01,club,CPL,male,1227886,Barbados Tridents vs Guyana Amazon Warriors
2020-09-01,club,CPL,male,1227885,Trinbago Knight Riders vs Jamaica Tallawahs
2020-09-02,club,CPL,male,1227887,Trinbago Knight Riders vs St Kitts and Nevis Patriots
2020-09-02,club,CPL,male,1227888,St Lucia Zouks vs Guyana Amazon Warriors
2020-09-03,club,CPL,male,1227889,St Kitts and Nevis Patriots vs Jamaica Tallawahs
2020-09-03,club,CPL,male,1227890,Barbados Tridents vs Guyana Amazon Warriors
2020-09-05,club,CPL,male,1227891,Trinbago Knight Riders vs St Lucia Zouks
2020-09-05,club,CPL,male,1227892,Jamaica Tallawahs vs Barbados Tridents
2020-09-06,club,CPL,male,1227893,St Kitts and Nevis Patriots vs Trinbago Knight Riders
2020-09-06,club,CPL,male,1227894,St Lucia Zouks vs Jamaica Tallawahs
2020-09-08,club,CPL,male,1227895,Jamaica Tallawahs vs Trinbago Knight Riders
2020-09-08,club,CPL,male,1227896,Guyana Amazon Warriors vs St Lucia Zouks
2020-09-10,club,CPL,male,1227897,St Lucia Zouks vs Trinbago Knight Riders
2021-08-26,club,CPL,male,1269700,Guyana Amazon Warriors vs Trinbago Knight Riders
2021-08-26,club,CPL,male,1269701,St Kitts and Nevis Patriots vs Barbados Royals
2021-08-27,club,CPL,male,1269702,Jamaica Tallawahs vs St Lucia Kings
2021-08-27,club,CPL,male,1269703,Barbados Royals vs Trinbago Knight Riders
2021-08-28,club,CPL,male,1269704,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2021-08-28,club,CPL,male,1269705,Barbados Royals vs Jamaica Tallawahs
2021-08-29,club,CPL,male,1269707,Guyana Amazon Warriors vs St Kitts and Nevis Patriots
2021-08-29,club,CPL,male,1269706,St Lucia Kings vs Trinbago Knight Riders
2021-08-31,club,CPL,male,1269709,Barbados Royals vs Jamaica Tallawahs
2021-08-31,club,CPL,male,1269708,Trinbago Knight Riders vs St Lucia Kings
2021-09-01,club,CPL,male,1269710,Trinbago Knight Riders vs Guyana Amazon Warriors
2021-09-01,club,CPL,male,1269711,Jamaica Tallawahs vs St Kitts and Nevis Patriots
2021-09-02,club,CPL,male,1269712,St Lucia Kings vs Guyana Amazon Warriors
2021-09-02,club,CPL,male,1269713,Barbados Royals vs St Kitts and Nevis Patriots
2021-09-04,club,CPL,male,1269714,St Lucia Kings vs St Kitts and Nevis Patriots
2021-09-04,club,CPL,male,1269715,Barbados Royals vs Guyana Amazon Warriors
2021-09-05,club,CPL,male,1269716,St Kitts and Nevis Patriots vs St Lucia Kings
2021-09-05,club,CPL,male,1269717,Jamaica Tallawahs vs Trinbago Knight Riders
2021-09-07,club,CPL,male,1269718,Trinbago Knight Riders vs Jamaica Tallawahs
2021-09-07,club,CPL,male,1269719,Barbados Royals vs Guyana Amazon Warriors
